trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear,cover_snaps,n_cover_moves,stop_reason
222,14,14,0,3478.3817,13701.9087,112,25,0.295865,7,2,7,6,certificate
223,10,10,0,3703.3816,14366.9081,130,19,0.309459,7,2,7,6,certificate
224,13,13,0,3477.8961,13459.4805,121,22,0.243605,7,2,7,6,certificate
225,11,11,0,3494.7588,13828.7941,113,20,0.319756,7,2,7,6,certificate
226,13,13,0,2708.3859,9866.9296,112,23,0.302728,7,2,7,6,certificate
227,11,11,0,3180.7128,12038.5641,120,19,0.279031,7,2,7,6,certificate
228,11,11,0,3397.1210,13120.6052,120,19,0.285165,7,2,7,6,certificate
229,13,13,0,3122.5235,12002.6177,110,20,0.416812,7,2,7,6,certificate
230,16,16,0,3169.7514,12118.7569,112,23,0.267088,7,2,7,6,certificate
231,16,16,0,3071.1102,11620.5508,112,24,0.317856,7,2,5,4,certificate
232,16,16,0,3728.5474,14952.7371,112,27,0.367944,7,2,6,5,certificate
233,16,16,0,3319.8391,12829.1956,113,26,0.357146,7,2,7,6,certificate
234,14,14,0,3468.1505,13255.7523,125,23,0.313924,7,2,7,6,certificate
235,11,11,0,3844.6535,15478.2673,116,19,0.261544,7,2,7,6,certificate
236,11,11,0,3050.2422,11456.2109,118,19,0.284430,7,2,7,6,certificate
237,12,12,0,3164.8054,11734.0272,127,20,0.262579,7,3,7,6,certificate
238,13,13,0,3619.1224,14390.6122,113,23,0.323553,7,2,7,6,certificate
239,12,12,0,3515.6657,13588.3283,124,22,0.385053,7,2,7,6,certificate
240,15,15,0,3415.7753,12948.8765,126,24,0.358810,7,2,7,6,certificate
241,12,12,0,3249.4149,12937.0747,101,20,0.315617,7,2,7,6,certificate
242,14,14,0,3355.9276,12814.6379,121,25,0.466994,7,2,7,6,certificate
243,13,13,0,3570.9717,14114.8583,114,22,0.359474,7,2,7,6,certificate
244,14,14,0,3709.1038,14820.5190,113,23,0.332023,7,2,7,6,certificate
245,16,16,0,3748.6017,15143.0084,107,25,0.262025,7,2,6,5,certificate
246,16,16,0,3030.9809,11639.9043,104,23,0.270669,7,2,6,5,certificate
247,16,16,0,3392.3919,13086.9595,116,24,0.402571,7,2,6,5,certificate
248,12,12,0,3454.5064,13447.5321,118,20,0.310645,7,2,7,6,certificate
249,13,13,0,3230.5308,11792.6540,135,22,0.394389,7,2,7,6,certificate
250,13,13,0,3653.6333,14023.1664,131,22,0.319219,7,2,7,6,certificate
251,16,16,0,4001.6496,16163.2482,116,26,0.451503,7,2,7,6,certificate
252,10,10,0,3573.1662,13705.8309,131,20,0.295656,7,2,7,6,certificate
253,10,10,0,2967.2430,10811.2149,126,18,0.318057,7,2,7,6,certificate
254,15,15,0,3552.0102,13870.0511,118,25,0.352638,7,2,7,6,certificate
255,12,12,0,3062.8829,11514.4146,117,22,0.315216,7,2,7,6,certificate
256,16,16,0,3586.9668,13774.8340,125,28,0.274663,7,2,6,5,certificate
257,16,16,0,3503.5741,13497.8706,121,25,0.472592,7,2,7,6,certificate
258,13,13,0,3296.3392,12416.6958,125,21,0.279736,7,2,7,6,certificate
259,14,14,0,3612.8231,14164.1154,119,26,0.407718,7,2,7,6,certificate
260,13,13,0,3412.7191,12888.5954,129,23,0.363547,7,2,7,6,certificate
261,14,14,0,3301.2572,12536.2858,121,26,0.394860,7,2,7,6,certificate
262,13,13,0,3205.0718,12085.3591,121,20,0.341968,7,2,7,6,certificate
263,11,11,0,3256.2603,12236.3015,126,21,0.331123,7,2,7,6,certificate
264,10,10,0,2765.8098,9999.0490,120,18,0.342336,7,2,7,6,certificate
265,10,10,0,2844.4383,10332.1917,122,20,0.325102,7,2,7,6,certificate
266,12,12,0,3386.1012,12925.5059,124,20,0.357817,7,2,7,6,certificate
267,15,15,0,4638.8819,18819.4097,134,25,0.336920,7,2,7,6,certificate
268,10,10,0,3122.6654,11668.3270,123,20,0.328244,7,2,7,6,certificate
269,13,13,0,3520.8846,13654.4229,121,22,0.307229,7,2,7,6,certificate
270,16,16,0,4039.2492,16571.2459,108,25,0.377870,7,2,6,5,certificate
271,14,14,0,3660.3700,14541.8502,114,23,0.302759,7,2,7,6,certificate
272,16,16,0,3911.9876,15414.9378,125,23,0.348562,7,2,6,5,certificate
273,10,10,0,3660.2247,14256.1234,127,21,0.397848,7,2,7,6,certificate
274,15,15,0,3703.7966,14448.9830,124,26,0.350655,7,2,7,6,certificate
275,14,14,0,3022.1701,11415.8507,112,22,0.283015,7,2,7,6,certificate
276,12,12,0,3359.6686,12978.3428,118,21,0.292366,7,2,7,6,certificate
277,10,10,0,2942.3272,10866.6362,120,20,0.341796,7,2,7,6,certificate
278,12,12,0,3302.9882,12464.9409,126,19,0.300489,7,2,7,6,certificate
279,16,16,0,3801.7056,14973.5282,122,29,0.398948,7,2,7,6,certificate
280,12,12,0,3352.9631,12474.8153,134,20,0.261514,7,2,7,6,certificate
281,15,15,0,3783.1184,15160.5919,113,24,0.219770,7,3,7,6,certificate
282,14,14,0,3829.3124,15276.5621,118,25,0.304848,7,2,7,6,certificate
283,12,12,0,3035.4841,11397.4205,117,20,0.260807,7,2,7,6,certificate
284,15,15,0,3140.9072,11959.5359,113,23,0.312224,7,2,7,6,certificate
285,10,10,0,3612.6359,14278.1793,118,19,0.283144,7,2,7,6,certificate
286,15,15,0,3570.5684,14102.8419,113,23,0.492994,7,2,7,6,certificate
287,14,14,0,3420.4270,13097.1350,122,21,0.314343,7,2,7,6,certificate
288,16,16,0,2916.2463,10601.2314,120,24,0.630553,7,2,6,5,certificate
289,13,13,0,3226.4440,12497.2198,110,22,0.313370,7,2,7,6,certificate
290,12,12,0,3410.9371,13169.6853,120,21,0.298580,7,2,7,6,certificate
291,15,15,0,3213.0801,12180.4007,117,23,0.593360,7,2,7,6,certificate
292,11,11,0,2837.2270,10521.1352,114,19,0.319675,7,2,7,6,certificate
293,15,15,0,3477.7732,13453.8658,119,25,0.336330,7,2,7,6,certificate
294,16,16,0,3915.0309,16190.1545,100,26,0.331015,7,2,6,5,certificate
295,15,15,0,3719.6111,14693.0554,118,25,0.317776,7,2,7,6,certificate
296,13,13,0,3182.8918,12389.4588,107,23,0.590693,7,2,7,6,certificate
297,16,16,0,3518.7471,14063.7357,105,25,0.628197,7,2,6,5,certificate
298,11,11,0,2904.2063,10416.0316,128,20,0.317470,7,2,7,6,certificate
299,16,16,0,3544.1462,13790.7312,118,26,0.297455,7,2,7,6,certificate
300,10,10,0,3828.9128,15164.5642,125,20,0.269313,7,2,7,6,certificate
301,16,16,0,3677.5917,14817.9585,106,25,0.340777,7,2,7,6,certificate
302,16,16,0,3745.0427,14350.2136,133,27,0.313038,7,2,7,6,certificate
303,10,10,0,3090.2493,11756.2463,115,18,0.249270,7,2,7,6,certificate
304,10,10,0,3427.4124,12932.0621,132,19,0.334439,7,2,7,6,certificate
305,13,13,0,3219.3159,12431.5793,112,23,0.583261,7,2,7,6,certificate
306,12,12,0,2582.7487,9358.7437,109,19,0.285561,7,3,7,6,certificate
307,10,10,0,3460.5737,13157.8687,130,18,0.298015,7,2,7,6,certificate
308,11,11,0,3276.3651,12581.8257,118,18,0.267368,7,2,7,6,certificate
309,12,12,0,2962.0617,10895.3084,121,21,0.288911,7,2,7,6,certificate
310,13,13,0,3541.4804,13302.4019,136,22,0.300818,7,2,7,6,certificate
311,11,11,0,3647.5627,14152.8133,128,22,0.300792,7,2,7,6,certificate
312,10,10,0,3743.2166,14576.0829,130,21,0.608787,7,2,7,6,certificate
313,13,13,0,3412.8003,13409.0016,111,24,0.411203,7,2,7,6,certificate
314,15,15,0,3777.0993,14705.4966,127,26,0.344948,7,2,7,6,certificate
315,16,16,0,3783.9900,15319.9500,107,26,0.264801,7,2,7,6,certificate
316,15,15,0,3557.5962,13712.9812,124,29,0.334155,7,2,7,6,certificate
317,14,14,0,2755.9124,10064.5618,112,22,0.424582,7,2,7,6,certificate
318,13,13,0,3557.1895,14000.9476,116,25,0.593662,7,2,7,6,certificate
319,16,16,0,3496.4828,14117.4138,99,24,0.213188,7,2,4,3,certificate
320,16,16,0,3467.7031,13768.5156,106,26,0.336497,7,2,6,5,certificate
321,15,15,0,4265.5657,17357.8287,120,23,0.305325,7,2,7,6,certificate
322,12,12,0,3013.3172,11261.5859,117,20,0.321034,7,2,7,6,certificate
323,12,12,0,3558.6708,13593.3539,131,25,0.319408,7,3,7,6,certificate
324,10,10,0,3412.6518,13298.2590,117,18,0.285438,7,2,7,6,certificate
325,16,16,0,4093.2091,16356.0453,125,28,0.629311,7,2,7,6,certificate
326,11,11,0,3236.6347,12353.1734,119,20,0.338451,7,3,7,6,certificate
327,15,15,0,3641.9524,13989.7619,129,25,0.488091,7,2,7,6,certificate
328,12,12,0,3515.7630,13843.8152,115,21,0.302880,7,2,7,6,certificate
329,16,16,0,3809.9631,15274.8157,113,25,0.345629,7,2,6,5,certificate
330,15,15,0,3865.3765,15201.8825,125,24,0.576090,7,2,7,6,certificate
331,15,15,0,3011.4728,11267.3642,114,25,0.374882,7,2,7,6,certificate
332,16,16,0,2616.2227,9936.1135,92,24,0.905632,7,2,5,4,certificate
333,14,14,0,3531.2310,13786.1550,118,23,0.307874,7,2,7,6,certificate
334,12,12,0,3549.7117,13928.5584,118,23,0.335079,7,2,7,6,certificate
335,14,14,0,4111.7163,16503.5817,124,24,0.354734,7,2,7,6,certificate
336,15,15,0,4169.3598,16596.7990,130,23,0.280722,7,2,7,6,certificate
337,16,16,0,3503.1809,14130.9046,100,25,0.336095,7,2,5,4,certificate
338,11,11,0,3259.0887,12585.4434,115,20,0.376048,7,2,7,6,certificate
339,10,10,0,3737.6253,14823.1264,121,19,0.283284,7,2,7,6,certificate
340,15,15,0,3390.1710,13030.8552,120,23,0.283967,7,2,7,6,certificate
341,15,15,0,3398.6944,13058.4719,119,23,0.296619,7,2,7,6,certificate
342,11,11,0,3416.5092,13427.5458,113,21,0.392905,7,2,7,6,certificate
343,15,15,0,3652.6646,14573.3232,111,23,0.304259,7,3,7,6,certificate
344,11,11,0,3030.4960,11407.4801,116,19,0.308455,7,2,7,6,certificate
345,16,16,0,4028.6542,16348.2711,114,24,0.367242,7,2,6,5,certificate
346,16,16,0,3910.5294,15852.6468,111,25,0.251159,7,2,5,4,certificate
347,12,12,0,3062.7183,11448.5916,119,21,0.352112,7,2,7,6,certificate
348,11,11,0,3392.1931,13230.9655,116,17,0.283736,7,2,7,6,certificate
349,12,12,0,3514.4592,13887.2959,113,22,0.313973,7,2,7,6,certificate
350,11,11,0,3308.1428,12705.7142,119,19,0.359651,7,2,7,6,certificate
351,13,13,0,3511.2473,13496.2363,125,23,0.300944,7,2,7,6,certificate
352,16,16,0,3206.2656,12396.3279,109,27,0.741372,7,2,6,5,certificate
353,15,15,0,3596.1675,13900.8376,124,27,0.404406,7,2,7,6,certificate
354,14,14,0,3802.9141,14929.5706,125,26,0.328556,7,3,7,6,certificate
355,15,15,0,3834.4647,15507.3237,110,22,0.222115,7,3,7,6,certificate
356,15,15,0,3749.8065,14884.0325,117,25,0.351128,7,2,7,6,certificate
357,16,16,0,3559.0085,14435.0425,99,25,0.603162,7,2,6,5,certificate
358,16,16,0,3773.6921,14368.4603,138,28,0.363521,7,2,7,6,certificate
359,12,12,0,3276.9151,12224.5755,129,21,0.312086,7,2,7,6,certificate
360,13,13,0,2822.4255,10482.1274,111,23,0.332992,7,2,7,6,certificate
361,12,12,0,3142.2721,11671.3607,125,21,0.325156,7,2,7,6,certificate
362,14,14,0,3477.0084,13785.0422,109,20,0.444547,7,2,7,6,certificate
363,10,10,0,2899.7022,10448.5109,127,19,0.352722,7,2,7,6,certificate
364,10,10,0,3138.6429,11663.2146,127,18,0.279352,7,2,7,6,certificate
365,14,14,0,3211.0467,12560.2336,105,20,0.251627,7,2,7,6,certificate
366,16,16,0,3611.7949,14423.9745,108,25,0.282640,7,2,5,4,certificate
367,11,11,0,3363.6422,12793.2112,126,21,0.274066,7,2,7,6,certificate
368,16,16,0,3326.0026,13370.0132,96,22,0.344482,7,2,5,4,certificate
369,10,10,0,3321.9549,12904.7746,115,22,0.327309,7,2,7,6,certificate
370,16,16,0,3702.2519,14731.2593,113,25,0.255926,7,2,6,5,certificate
371,16,16,0,3206.2796,12126.3981,118,24,0.310478,7,2,6,5,certificate
372,13,13,0,3816.6070,14958.0351,127,22,0.338033,7,2,7,6,certificate
373,16,16,0,4173.9644,16619.8222,129,26,0.341851,7,2,7,6,certificate
374,16,16,0,3544.5231,14007.6154,111,24,0.408603,7,2,7,6,certificate
375,14,14,0,3169.0924,11800.4621,124,27,0.332277,7,2,7,6,certificate
376,15,15,0,3798.2207,15091.1034,118,24,0.345916,7,2,7,6,certificate
377,14,14,0,3535.3922,13556.9611,126,23,0.314268,7,2,7,6,certificate
378,14,14,0,3009.0822,11440.4112,109,23,0.288016,7,3,7,6,certificate
379,13,13,0,3668.2204,14511.1018,117,21,0.316246,7,2,7,6,certificate
380,10,10,0,3154.0517,12080.2585,115,19,0.358342,7,2,7,6,certificate
381,16,16,0,3480.9025,13979.5126,102,25,0.507812,7,2,6,5,certificate
382,10,10,0,3124.3397,11741.6985,121,17,0.276606,7,3,7,6,certificate
383,12,12,0,3800.7012,15008.5060,124,25,0.351536,7,2,7,6,certificate
384,15,15,0,3452.3620,12911.8100,133,26,0.295928,7,2,7,6,certificate
385,12,12,0,3356.0253,12950.1266,118,20,0.298337,7,3,7,6,certificate
386,12,12,0,3500.0116,13445.0579,126,23,0.377196,7,2,7,6,certificate
387,10,10,0,3154.1787,12050.8937,116,18,0.255834,7,3,7,6,certificate
388,14,14,0,3420.8053,13709.0265,102,25,0.328693,7,2,7,6,certificate
389,15,15,0,3722.6429,14738.2147,117,24,0.385689,7,2,7,6,certificate
390,11,11,0,3209.7905,12448.9523,111,19,0.321230,7,2,7,6,certificate
391,14,14,0,4514.0339,18635.1693,120,23,0.380303,7,2,7,6,certificate
392,12,12,0,3404.4694,13247.3469,116,19,0.297670,7,2,7,6,certificate
393,16,16,0,3646.9372,14724.6858,104,22,0.295239,7,2,6,5,certificate
394,14,14,0,3690.2829,14521.4143,120,22,0.323580,7,2,7,6,certificate
395,14,14,0,3894.8323,15429.1616,123,24,0.307679,7,2,7,6,certificate
396,11,11,0,3364.2197,13111.0983,115,20,0.276880,7,2,7,6,certificate
397,16,16,0,3193.0911,12535.4554,101,21,0.219276,7,2,5,4,certificate
398,14,14,0,3917.0132,15465.0659,127,27,0.361910,7,2,7,6,certificate
399,11,11,0,2908.4792,10822.3962,115,17,0.325178,7,2,7,5,certificate
400,16,16,0,3918.4093,15687.0465,117,25,0.322073,7,2,7,6,certificate
401,14,14,0,3159.4956,12122.4782,111,25,0.328011,7,2,7,6,certificate
402,10,10,0,3767.6906,14638.4531,132,19,0.277607,7,2,7,6,certificate
403,11,11,0,3748.4238,14202.1192,143,23,0.379333,7,2,7,6,certificate
404,10,10,0,3113.0261,11635.1306,123,20,0.318383,7,2,7,6,certificate
405,14,14,0,3261.4733,12427.3664,118,21,0.361395,7,2,7,6,certificate
406,16,16,0,3894.2366,15671.1830,114,26,0.277348,7,2,6,5,certificate
407,10,10,0,3352.6515,12958.2574,119,17,0.240437,7,2,7,6,certificate
408,13,13,0,3621.2593,14126.2964,122,23,0.301457,7,2,7,6,certificate
409,14,14,0,3062.8763,11434.3813,118,24,0.339259,7,2,7,6,certificate
410,11,11,0,3215.9852,11884.9262,131,19,0.379754,7,2,7,6,certificate
411,15,15,0,4047.1231,16080.6154,127,24,0.263326,7,2,7,6,certificate
412,15,15,0,3216.3523,12506.7613,107,22,0.339694,7,2,7,6,certificate
413,13,13,0,3292.6568,12778.2838,112,22,0.344670,7,2,7,6,certificate
414,11,11,0,2891.3252,11016.6258,106,18,0.341679,7,2,7,6,certificate
415,16,16,0,3836.9000,15934.4998,95,22,0.367611,7,2,5,4,certificate
416,14,14,0,3413.2615,13551.3075,106,21,0.324694,7,2,7,6,certificate
417,14,14,0,3583.1691,13890.8457,123,22,0.298682,7,3,7,6,certificate
418,10,10,0,3420.5133,13207.5665,122,19,0.327791,7,2,7,6,certificate
419,15,15,0,3561.6706,13693.3531,125,24,0.422831,7,2,7,6,certificate
420,10,10,0,2628.1488,9130.7441,126,18,0.312546,7,3,7,6,certificate
421,11,11,0,3378.4572,13167.2860,116,19,0.323915,7,2,7,6,certificate
422,13,13,0,3482.4971,13112.4853,133,24,0.345991,7,2,7,6,certificate
423,14,14,0,3489.4146,13412.0731,123,26,0.373985,7,2,7,6,certificate
424,15,15,0,3003.6975,11293.4877,112,22,0.547111,7,2,7,6,certificate
425,13,13,0,3322.9922,12494.9609,127,23,0.392760,7,2,7,6,certificate
426,10,10,0,3160.8929,11599.4645,132,16,0.289290,7,2,7,6,certificate
427,13,13,0,3122.0354,11805.1771,117,23,0.284642,7,2,7,6,certificate
428,15,15,0,3016.5842,11292.9208,114,24,0.256535,7,2,7,6,certificate
429,11,11,0,3287.7529,12513.7645,122,20,0.305487,7,3,7,6,certificate
430,16,16,0,3643.5983,14502.9916,111,22,0.300189,7,2,6,5,certificate
431,16,16,0,3582.2319,13771.1596,127,24,0.263908,7,2,6,5,certificate
432,10,10,0,3050.9505,11289.7524,124,22,0.386761,7,2,7,6,certificate
433,14,14,0,3953.7516,15733.7582,123,22,0.332687,7,2,7,6,certificate
434,15,15,0,3459.8530,13699.2650,108,24,0.327617,7,2,7,6,certificate
435,14,14,0,3185.7073,12053.5363,118,22,0.307880,7,2,7,6,certificate
436,11,11,0,3243.7254,12483.6271,116,19,0.350407,7,2,7,6,certificate
437,14,14,0,2898.9404,10439.7022,123,21,0.349249,7,2,7,6,certificate
438,14,14,0,3398.9443,12694.7217,132,27,0.433952,7,3,7,6,certificate
439,16,16,0,3933.9720,16054.8600,108,25,0.350375,7,2,7,6,certificate
440,15,15,0,3853.5490,15427.7449,116,22,0.310488,7,3,7,6,certificate
441,13,13,0,3414.8768,13344.3840,114,21,0.325010,7,2,7,6,certificate
442,13,13,0,3256.1148,12815.5739,105,22,0.289236,7,2,7,6,certificate
443,16,16,0,3834.0607,15360.3035,114,24,0.306242,7,3,7,6,certificate
444,16,16,0,3604.5107,14557.5534,103,24,0.252456,7,2,6,5,certificate
445,12,12,0,3059.1800,11675.8999,111,21,0.333494,7,2,7,6,certificate
446,11,11,0,3223.8354,12339.1768,117,20,0.237959,7,2,7,6,certificate
447,10,10,0,3216.6808,11958.4041,131,21,0.348923,7,2,7,6,certificate
448,11,11,0,2878.2850,10701.4252,114,17,0.315909,7,3,7,6,certificate
449,10,10,0,3231.0142,12390.0709,117,16,0.256417,7,2,7,6,certificate
450,10,10,0,3173.0518,11780.2588,128,21,0.344884,7,2,7,6,certificate
451,12,12,0,3277.6268,12643.1342,115,20,0.296671,7,2,7,6,certificate
452,10,10,0,3504.1613,13705.8066,119,19,0.327954,7,2,7,6,certificate
453,10,10,0,3574.0161,13990.0804,121,18,0.293838,7,2,7,6,certificate
454,10,10,0,3855.2355,15316.1775,124,19,0.365451,7,2,7,6,certificate
455,15,15,0,3237.6899,12313.4495,117,23,0.306639,7,2,7,6,certificate
456,11,11,0,2920.4054,10702.0271,121,20,0.293513,7,2,7,6,certificate
457,13,13,0,3283.2789,12566.3944,118,21,0.276935,7,3,7,6,certificate
458,11,11,0,3647.2517,14376.2586,120,21,0.324706,7,2,7,6,certificate
459,16,16,0,3380.6559,13268.2793,109,22,0.212396,7,2,6,5,certificate
460,15,15,0,3831.4198,15172.0988,121,23,0.321587,7,2,7,6,certificate
461,14,14,0,3651.0135,14320.0674,120,22,0.319204,7,2,7,6,certificate
462,11,11,0,3228.0801,12075.4005,127,19,0.323063,7,2,7,6,certificate
463,13,13,0,3649.7180,13998.5902,131,21,0.294834,7,2,7,6,certificate
464,13,13,0,3485.7875,13318.9376,126,20,0.322786,7,2,7,6,certificate
465,16,16,0,3005.4326,11427.1629,107,23,0.314957,7,2,7,6,certificate
466,15,15,0,3109.8573,11979.2864,107,23,0.294656,7,2,7,6,certificate
467,15,15,0,2974.1180,11385.5902,104,22,0.421360,7,2,7,6,certificate
468,16,16,0,3789.0587,15900.2937,89,24,0.540959,7,2,5,4,certificate
469,14,14,0,3500.2810,13456.4048,123,25,0.355567,7,2,7,6,certificate
470,12,12,0,3435.6014,13258.0070,121,22,0.310766,7,2,7,6,certificate
471,16,16,0,3600.4723,14382.3613,108,28,0.480441,7,2,5,4,certificate
472,12,12,0,3898.2748,15496.3742,123,23,0.344703,7,2,7,6,certificate
473,10,10,0,2853.4641,10517.3203,117,16,0.247552,7,2,7,6,certificate
474,11,11,0,3143.1584,11900.7920,118,18,0.285278,7,3,7,6,certificate
475,14,14,0,3917.1131,15480.5654,125,24,0.367030,7,2,7,6,certificate
476,11,11,0,3195.4720,12077.3601,121,19,0.280724,7,2,7,6,certificate
477,11,11,0,3430.8630,13379.3149,117,20,0.272624,7,2,7,6,certificate
478,16,16,0,3413.5244,13407.6219,109,27,0.361223,7,2,7,6,certificate
479,11,11,0,3133.2479,11561.2396,128,20,0.414678,7,2,7,6,certificate
480,12,12,0,3209.6925,11948.4627,127,20,0.271901,7,3,7,6,certificate
481,15,15,0,3470.7218,13473.6091,117,25,0.559934,7,2,7,6,certificate
482,12,12,0,3474.6428,13698.2138,113,21,0.350370,7,2,7,6,certificate
483,15,15,0,4333.9884,17274.9422,134,25,0.386859,7,2,7,6,certificate
484,14,14,0,3381.5954,12942.9772,121,22,0.331158,7,2,7,6,certificate
485,12,12,0,3726.0176,14475.0879,129,21,0.331296,7,2,7,6,certificate
486,14,14,0,3442.5720,13487.8598,113,26,0.350969,7,2,7,6,certificate
487,10,10,0,3365.2465,12616.2325,132,18,0.307656,7,2,7,6,certificate
488,14,14,0,3314.5686,12642.8432,120,23,0.272283,7,2,7,6,certificate
489,15,15,0,4578.7724,18608.8618,130,25,0.310248,7,2,7,6,certificate
490,14,14,0,2839.1059,10305.5295,118,23,0.322946,7,2,7,6,certificate
491,16,16,0,3659.8687,14669.3437,108,25,0.389763,7,2,7,6,certificate
492,16,16,0,3961.7474,15848.7369,119,27,0.317929,7,3,7,6,certificate
493,11,11,0,3174.9046,12164.5232,115,20,0.402627,7,2,7,5,certificate
494,14,14,0,3227.5393,12212.6967,120,24,0.347992,7,2,7,6,certificate
495,10,10,0,2727.3935,9801.9675,120,17,0.321061,7,2,7,6,certificate
496,12,12,0,3051.7267,11408.6335,119,22,0.345565,7,2,7,6,certificate
497,11,11,0,2961.1007,10515.5035,134,18,0.291745,7,2,7,6,certificate
498,11,11,0,3445.9200,13329.5998,121,19,0.373645,7,2,7,6,certificate
499,16,16,0,3557.1501,14005.7503,113,28,0.274325,7,3,6,5,certificate
500,10,10,0,3111.3987,11926.9936,113,20,0.265667,7,2,7,6,certificate
501,12,12,0,3519.4618,13867.3089,115,22,0.325385,7,2,7,6,certificate
502,12,12,0,2963.8198,11039.0989,117,21,0.387351,7,2,7,6,certificate
503,14,14,0,3319.5807,12757.9034,117,25,0.366390,7,2,7,6,certificate
504,10,10,0,3134.2431,11961.2157,116,17,0.256241,7,2,7,6,certificate
505,11,11,0,3168.5864,11712.9320,129,19,0.289532,7,3,7,6,certificate
506,14,14,0,3979.8116,16179.0580,114,23,0.322129,7,2,7,6,certificate
507,11,11,0,3232.6890,12293.4450,120,18,0.260933,7,3,7,6,certificate
508,11,11,0,3488.4272,13662.1361,117,20,0.329419,7,2,7,6,certificate
509,15,15,0,3588.9820,13884.9102,123,25,0.408683,7,2,7,6,certificate
510,13,13,0,3555.7515,13663.7575,127,22,0.382353,7,2,7,6,certificate
511,10,10,0,3072.6854,11543.4272,120,22,0.399116,7,2,7,6,certificate
512,13,13,0,3086.4010,11917.0050,107,19,0.320336,7,2,7,6,certificate
513,12,12,0,3409.5280,13187.6399,119,19,0.268006,7,2,7,6,certificate
514,16,16,0,3465.9591,13139.7956,127,25,0.358810,7,2,6,5,certificate
515,11,11,0,4284.7364,17348.6819,127,19,0.314991,7,2,7,6,certificate
516,10,10,0,2519.1652,8905.8260,115,17,0.297866,7,2,7,6,certificate
517,14,14,0,3340.6207,12888.1034,116,23,0.347330,7,2,7,6,certificate
518,12,12,0,3028.2272,11276.1361,119,22,0.364260,7,4,7,6,certificate
519,12,12,0,3370.8798,12394.3990,139,23,0.318457,7,4,7,6,certificate
520,10,10,0,2920.7493,10673.7464,123,18,0.327491,7,2,7,6,certificate
521,10,10,0,2836.0331,10435.1657,117,19,0.343105,7,3,7,6,certificate
522,12,12,0,3012.6046,11258.0229,117,21,0.338627,7,2,7,6,certificate
523,15,15,0,3807.3921,15101.9605,119,27,0.541161,7,2,7,6,certificate
524,14,14,0,3613.2378,14131.1892,120,20,0.283722,7,2,7,6,certificate
525,10,10,0,3506.0045,13610.0227,123,17,0.283738,7,2,7,6,certificate
526,15,15,0,3977.7028,15933.5142,120,26,0.335922,7,2,7,6,certificate
527,12,12,0,3316.2971,12016.4855,142,22,0.362988,7,2,7,6,certificate
528,16,16,0,3936.3632,15546.8160,125,26,0.346086,7,2,7,6,certificate
529,11,11,0,3205.8480,12134.2398,121,18,0.317460,7,2,7,6,certificate
530,10,10,0,3092.9079,11684.5397,118,19,0.299816,7,2,7,6,certificate
531,12,12,0,3778.6077,14848.0385,125,20,0.299193,7,3,7,6,certificate
532,16,16,0,3313.9261,12484.6306,123,25,0.362541,7,2,7,6,certificate
533,12,12,0,3633.1853,13880.9267,133,20,0.343226,7,3,7,6,certificate
534,10,10,0,2948.6773,10863.3865,122,19,0.384617,7,2,7,6,certificate
535,14,14,0,3680.2082,14421.0412,122,29,0.397008,7,2,7,6,certificate
536,12,12,0,3332.8298,12559.1488,127,19,0.291478,7,2,7,6,certificate
537,12,12,0,4744.0390,19720.1949,124,23,0.361134,7,3,7,6,certificate
538,13,13,0,3319.9775,12349.8876,131,23,0.373130,7,2,7,6,certificate
539,13,13,0,3405.2020,13316.0098,114,23,0.275933,7,2,7,6,certificate
540,16,16,0,3834.0466,15545.2331,108,25,0.305744,7,2,6,5,certificate
541,14,14,0,3598.6419,14318.2093,111,22,0.272131,7,2,7,6,certificate
542,16,16,0,3711.1216,14365.6078,127,27,0.385733,7,2,6,5,certificate
543,16,16,0,3079.9303,11684.6517,111,23,0.269739,7,2,6,5,certificate
544,12,12,0,3334.4235,12797.1175,120,21,0.322852,7,2,7,6,certificate
545,12,12,0,3432.9322,13309.6612,119,24,0.310732,7,2,7,6,certificate
546,13,13,0,3617.4780,14062.3899,124,24,0.331437,7,2,7,6,certificate
547,14,14,0,3080.2169,11216.0847,128,23,0.345025,7,2,7,6,certificate
548,10,10,0,3522.7365,13213.6823,139,20,0.332165,7,4,7,6,certificate
549,12,12,0,3525.4474,13832.2368,117,22,0.415989,7,2,7,6,certificate
550,14,14,0,3515.6096,13703.0480,118,22,0.270327,7,2,7,6,certificate
551,16,16,0,3617.4445,14027.2225,123,25,0.463642,7,2,7,6,certificate
552,11,11,0,2911.3384,10631.6921,122,21,0.349239,7,2,7,6,certificate
553,12,12,0,3911.9011,15254.5054,134,24,0.300997,7,2,7,6,certificate
554,13,13,0,3620.8868,14239.4340,118,23,0.333113,7,2,7,6,certificate
555,13,13,0,3835.1123,15365.5616,117,22,0.318277,7,2,7,6,certificate
556,12,12,0,3385.6127,12923.0637,124,19,0.332664,7,2,7,6,certificate
557,16,16,0,4397.1898,18015.9492,120,27,0.365276,7,2,7,6,certificate
558,11,11,0,2970.1337,11285.6683,110,18,0.318341,7,2,7,6,certificate
559,10,10,0,2583.9694,9254.8470,114,16,0.294620,7,2,7,6,certificate
560,12,12,0,2624.0118,9585.0591,108,21,0.309591,7,2,7,6,certificate
