trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear,cover_snaps,n_cover_moves,stop_reason
23,13,13,0,3338.7232,12988.6161,113,19,0.248094,7,2,7,6,certificate
24,15,15,0,3582.0554,14175.2768,112,24,0.274511,7,2,7,6,certificate
25,16,16,0,3156.4905,12132.4527,108,24,0.305670,7,2,6,5,certificate
26,10,10,0,3168.5472,12037.7361,119,18,0.210870,7,2,7,6,certificate
27,11,11,0,2962.2650,11271.3251,109,18,0.291944,7,2,7,6,certificate
28,12,12,0,3694.6725,14653.3625,118,21,0.286364,7,2,7,6,certificate
29,12,12,0,3046.1035,11200.5175,125,21,0.310583,7,2,7,6,certificate
30,16,16,0,3406.1367,13260.6835,113,25,0.262185,7,2,6,5,certificate
31,10,10,0,3357.6916,12353.4581,140,21,0.285578,7,2,7,6,certificate
32,16,16,0,3578.7590,14353.7951,105,24,0.693667,7,2,7,6,certificate
33,11,11,0,3497.1931,13415.9657,127,19,0.251867,7,2,7,6,certificate
34,16,16,0,3145.8971,12414.4856,98,24,0.287715,7,2,7,6,certificate
35,15,15,0,3339.9004,12834.5021,117,24,0.413892,7,2,7,6,certificate
36,10,10,0,3154.0690,11805.3450,124,18,0.234956,7,2,7,6,certificate
37,10,10,0,3522.8502,13429.2511,132,18,0.230438,7,3,7,6,certificate
38,15,15,0,3633.2848,14351.4240,115,25,0.260396,7,2,7,6,certificate
39,14,14,0,3397.3478,13076.7392,119,23,0.293209,7,2,7,6,certificate
40,16,16,0,3157.8690,12429.3448,99,25,0.246860,7,2,5,3,certificate
41,12,12,0,3787.6267,15133.1336,117,23,0.334206,7,2,7,6,certificate
42,11,11,0,3295.4984,12637.4921,119,20,0.279839,7,2,7,6,certificate
43,15,15,0,3246.0490,12390.2450,116,25,0.384833,7,2,7,6,certificate
44,13,13,0,3784.1886,15030.9432,119,22,0.223707,7,2,7,6,certificate
45,11,11,0,3736.5641,14782.8205,121,19,0.255293,7,2,7,6,certificate
46,14,14,0,3566.2313,14206.1563,110,25,0.298960,7,2,7,6,certificate
47,12,12,0,3849.6753,15233.3765,124,23,0.338522,7,2,7,6,certificate
48,15,15,0,3439.4247,13477.1234,112,24,0.378579,7,2,7,6,certificate
49,11,11,0,3688.1304,14255.6519,131,21,0.236743,7,2,7,6,certificate
50,11,11,0,3574.4640,13972.3200,121,19,0.244479,7,2,7,6,certificate
51,12,12,0,3268.1182,12390.5911,122,22,0.276794,7,2,7,6,certificate
52,16,16,0,3971.0473,15990.2367,116,26,0.254267,7,2,6,5,certificate
53,15,15,0,3910.0678,15360.3391,128,26,0.272419,7,2,7,6,certificate
54,10,10,0,3185.4761,11842.3807,128,18,0.319614,7,2,7,6,certificate
55,15,15,0,3508.4970,13482.4850,124,25,0.584102,7,2,7,6,certificate
56,14,14,0,3181.1287,12125.6436,115,22,0.247024,7,2,7,6,certificate
57,15,15,0,3662.5719,14002.8593,132,26,0.307882,7,2,7,6,certificate
58,16,16,0,3375.2038,12476.0189,134,26,0.240283,7,2,6,5,certificate
59,11,11,0,4507.8989,18524.4946,125,19,0.194003,7,2,7,6,certificate
60,13,13,0,3405.1733,13170.8666,118,21,0.303195,7,2,7,6,certificate
61,16,16,0,3815.3037,14866.5186,127,25,0.241510,7,2,6,5,certificate
62,16,16,0,3652.3606,14381.8028,117,26,0.267371,7,2,6,5,certificate
63,16,16,0,4217.1770,16840.8850,129,26,0.252302,7,2,7,6,certificate
64,12,12,0,3467.5337,13477.6685,119,21,0.299296,7,2,7,6,certificate
65,15,15,0,3308.7325,12553.6625,121,22,0.232241,7,2,7,6,certificate
66,12,12,0,3298.4502,12582.2512,122,23,0.263954,7,2,7,6,certificate
67,11,11,0,3052.5135,11342.5677,122,23,0.304750,7,2,7,6,certificate
68,16,16,0,3453.8169,13884.0847,100,22,0.294620,7,2,4,3,certificate
69,13,13,0,2740.1558,10235.7789,105,20,0.828316,7,2,7,6,certificate
70,13,13,0,3563.5777,14027.8887,116,23,0.366486,7,2,7,6,certificate
71,13,13,0,3389.7914,13363.9570,109,22,0.276425,7,2,7,6,certificate
72,10,10,0,3243.3010,12311.5051,122,18,0.226411,7,2,7,6,certificate
73,11,11,0,3179.4456,12187.2280,115,20,0.203577,7,2,7,6,certificate
74,13,13,0,3587.2708,14046.3542,119,19,0.229782,7,2,7,6,certificate
75,15,15,0,3372.8938,12644.4691,129,26,0.230951,7,2,7,6,certificate
76,15,15,0,3609.9836,13829.9179,129,25,0.366141,7,2,7,6,certificate
77,12,12,0,3614.8268,14069.1338,124,22,0.276653,7,2,7,6,certificate
78,14,14,0,3718.3739,14256.8696,133,23,0.363263,7,2,7,6,certificate
79,12,12,0,3152.8018,11929.0091,118,19,0.262727,7,2,7,6,certificate
80,13,13,0,2877.1223,10735.6113,111,21,0.235470,7,2,7,6,certificate
81,13,13,0,3561.4629,14202.3144,110,25,0.271015,7,2,7,6,certificate
82,16,16,0,3203.7347,12148.6734,116,23,0.381288,7,2,6,5,certificate
83,11,11,0,3115.0384,11655.1919,122,21,0.260674,7,2,7,6,certificate
84,16,16,0,3516.5200,14082.5999,104,24,0.316669,7,2,6,5,certificate
85,10,10,0,3190.8124,11779.0622,131,19,0.257331,7,2,7,6,certificate
86,16,16,0,3415.4308,13452.1542,108,25,0.231676,7,2,7,6,certificate
87,13,13,0,2919.6994,10303.4972,133,23,0.380400,7,2,7,6,certificate
88,10,10,0,3595.5389,14327.6946,114,19,0.318152,7,2,7,6,certificate
89,13,13,0,3585.3631,14546.8153,102,23,0.384079,7,2,7,6,certificate
90,10,10,0,3325.5357,12772.6783,120,18,0.234724,7,2,7,6,certificate
91,16,16,0,2822.8237,10809.1184,98,23,0.947090,7,2,5,4,certificate
92,15,15,0,4230.3584,17411.7918,113,28,0.533788,7,2,7,6,certificate
93,12,12,0,2992.9705,11159.8525,117,22,0.711656,7,2,7,6,certificate
94,14,14,0,3349.4727,12712.3637,123,22,0.316101,7,3,7,6,certificate
95,15,15,0,3237.3750,11941.8748,129,25,0.339995,7,2,7,6,certificate
96,12,12,0,2995.2810,11056.4049,121,21,0.312185,7,2,7,6,certificate
97,13,13,0,3357.8153,13274.0765,107,21,0.262670,7,2,7,6,certificate
98,15,15,0,3978.8538,16269.2688,109,23,0.249630,7,2,7,6,certificate
99,13,13,0,2904.3754,10756.8770,115,22,0.286040,7,2,7,6,certificate
100,13,13,0,3221.0327,12340.1637,115,22,0.251246,7,2,7,6,certificate
101,13,13,0,3544.1222,13730.6110,123,22,0.324990,7,2,7,6,certificate
102,12,12,0,3566.5948,13357.9742,139,21,0.252722,7,2,7,6,certificate
103,15,15,0,3808.0089,15045.0444,121,24,0.301309,7,3,7,6,certificate
104,12,12,0,4350.9182,17949.5909,117,20,0.252656,7,2,7,6,certificate
105,16,16,0,3491.5474,13717.7369,112,27,0.317985,7,2,6,5,certificate
106,16,16,0,4165.2392,17011.1962,115,25,0.224401,7,2,7,6,certificate
107,15,15,0,3964.6392,15943.1962,117,23,0.206010,7,2,7,6,certificate
108,11,11,0,3240.2807,12246.4035,123,18,0.284303,7,2,7,6,certificate
109,12,12,0,3592.8524,13759.2618,131,20,0.252650,7,2,7,6,certificate
110,12,12,0,3159.7516,12023.7578,116,20,0.196166,7,2,7,6,certificate
111,12,12,0,3849.1935,15090.9676,129,23,0.339183,7,2,7,6,certificate
112,16,16,0,3498.5943,14257.9715,95,22,0.492290,7,2,5,4,certificate
113,15,15,0,3763.7315,15023.6577,115,24,0.389731,7,2,7,6,certificate
114,13,13,0,4061.4347,16597.1737,113,22,0.340710,7,2,7,6,certificate
115,11,11,0,3038.9274,11029.6368,130,23,0.361563,7,2,7,6,certificate
116,12,12,0,3848.3162,15121.5808,128,20,0.263154,7,2,7,6,certificate
117,14,14,0,4005.3517,16156.7585,118,27,0.313563,7,2,7,6,certificate
118,16,16,0,4233.2098,17656.0490,104,27,0.243294,7,2,7,5,certificate
119,12,12,0,3132.1527,11840.7634,117,19,0.213316,7,2,7,6,certificate
120,10,10,0,3043.8485,11194.2426,126,17,0.204715,7,2,7,6,certificate
121,12,12,0,3265.2962,12411.4811,121,22,0.278589,7,2,7,6,certificate
122,12,12,0,3189.3166,12001.5829,122,21,0.310180,7,2,7,6,certificate
123,11,11,0,3451.9818,13374.9089,121,22,0.302755,7,2,7,6,certificate
124,10,10,0,2935.8235,10789.1174,122,17,0.301873,7,3,7,6,certificate
125,10,10,0,3469.2988,13151.4941,133,18,0.234178,7,3,7,6,certificate
126,10,10,0,2624.1062,9045.5311,128,18,0.191272,7,2,7,6,certificate
127,15,15,0,3571.5788,13567.8940,131,26,0.260508,7,2,7,6,certificate
128,11,11,0,3697.6271,14393.1357,128,20,0.250376,7,2,7,6,certificate
129,16,16,0,4225.4988,17202.4940,118,27,0.443794,7,2,7,6,certificate
130,16,16,0,4344.1129,18020.5643,111,28,0.489552,7,2,6,5,certificate
131,10,10,0,3524.9062,13644.5309,125,21,0.295683,7,2,7,6,certificate
132,16,16,0,3740.6613,14848.3064,116,25,0.319268,7,2,6,5,certificate
133,11,11,0,3000.0352,11285.1760,115,18,0.297204,7,2,7,6,certificate
134,13,13,0,3193.9361,12039.6805,121,24,0.252979,7,2,7,6,certificate
135,13,13,0,3419.8428,13014.2139,126,24,0.289815,7,2,7,6,certificate
136,10,10,0,3333.4849,12922.4244,117,20,0.332493,7,2,7,6,certificate
137,13,13,0,3113.5256,11777.6280,116,22,0.749368,7,2,7,6,certificate
138,15,15,0,3936.9195,15904.5974,114,27,0.350853,7,2,7,6,certificate
139,12,12,0,3485.9512,13764.7562,112,20,0.522378,7,2,7,6,certificate
140,16,16,0,4283.9725,17414.8626,120,24,0.258755,7,3,6,5,certificate
141,15,15,0,3445.3685,13556.8425,110,27,0.289998,7,2,7,6,certificate
142,13,13,0,3120.2759,11656.3796,122,22,0.267913,7,2,7,6,certificate
143,16,16,0,3703.5377,15077.6884,102,22,0.245783,7,2,5,4,certificate
144,16,16,0,4063.6223,16338.1115,120,24,0.228384,7,2,7,6,certificate
145,14,14,0,3462.5375,13447.6877,118,24,0.320997,7,3,7,6,certificate
146,15,15,0,3759.7590,15013.7949,114,25,0.333953,7,2,7,6,certificate
147,16,16,0,3413.8512,13134.2558,120,24,0.247609,7,2,6,5,certificate
148,15,15,0,3167.8382,11759.1912,124,24,0.299956,7,2,7,6,certificate
149,14,14,0,3451.8515,13114.2575,127,25,0.357812,7,2,7,6,certificate
150,11,11,0,3577.7767,14148.8835,116,18,0.211596,7,3,7,6,certificate
151,12,12,0,3549.2989,14006.4947,115,22,0.268377,7,2,7,6,certificate
152,12,12,0,3283.8726,12679.3632,115,22,0.306593,7,2,7,6,certificate
153,16,16,0,4012.4938,16287.4691,113,23,0.292169,7,2,6,5,certificate
154,15,15,0,3490.8751,13734.3754,111,24,0.257462,7,3,7,6,certificate
155,13,13,0,3156.0593,11720.2965,125,23,0.335631,7,2,7,6,certificate
156,10,10,0,3307.2840,12471.4201,128,18,0.251404,7,3,7,6,certificate
157,12,12,0,2934.3330,10856.6650,118,20,0.270020,7,2,7,6,certificate
158,11,11,0,3528.2669,13761.3347,121,21,0.256958,7,2,7,6,certificate
159,14,14,0,3234.7978,12763.9890,103,23,0.485634,7,2,7,6,certificate
160,14,14,0,3712.7204,14703.6022,118,23,0.374500,7,2,7,6,certificate
161,15,15,0,4048.3387,16521.6934,112,24,0.287694,7,2,7,6,certificate
162,14,14,0,3918.2405,15776.2025,116,23,0.345116,7,2,7,6,certificate
163,13,13,0,3304.3240,12776.6202,114,22,0.289625,7,2,7,6,certificate
164,15,15,0,3791.2473,15351.2364,108,26,0.250269,7,2,7,6,certificate
165,11,11,0,3309.2113,12526.0565,125,19,0.339178,7,2,7,6,certificate
166,15,15,0,3529.5280,13632.6402,122,22,0.253768,7,2,7,6,certificate
167,16,16,0,3443.8280,13709.1399,104,23,0.336024,7,2,7,6,certificate
168,11,11,0,3740.0763,14800.3813,121,19,0.306352,7,2,7,6,certificate
169,15,15,0,3234.1935,12650.9677,105,25,0.269361,7,3,7,6,certificate
170,12,12,0,3074.5712,11632.8562,115,19,0.293291,7,3,7,6,certificate
171,10,10,0,3683.8005,14524.0023,122,21,0.309412,7,2,7,6,certificate
172,16,16,0,3049.6239,11653.1194,107,26,0.256138,7,2,7,6,certificate
173,14,14,0,3536.9358,13834.6792,118,24,0.262039,7,2,7,6,certificate
174,13,13,0,3764.2722,14636.3608,129,21,0.254050,7,3,7,6,certificate
175,16,16,0,3911.6923,15628.4613,118,25,0.281033,7,2,6,5,certificate
176,14,14,0,3020.6133,11283.0664,116,24,0.288060,7,2,7,6,certificate
177,11,11,0,2836.6193,10433.0966,116,18,0.227702,7,2,7,6,certificate
178,10,10,0,3523.2260,13816.1299,119,20,0.263258,7,2,7,6,certificate
179,11,11,0,3817.3239,14861.6195,132,21,0.284206,7,2,7,5,certificate
180,16,16,0,3959.0227,15710.1133,123,24,0.243636,7,2,6,5,certificate
181,13,13,0,3726.5980,14722.9901,120,24,0.376167,7,2,7,6,certificate
182,14,14,0,2897.2541,10666.2704,116,23,0.335225,7,2,7,6,certificate
183,10,10,0,3530.3183,13501.5916,131,19,0.313834,7,3,7,6,certificate
184,16,16,0,4555.2024,19116.0121,111,32,0.493293,7,2,6,5,certificate
185,12,12,0,3760.3019,15116.5096,113,21,0.448816,7,2,7,6,certificate
186,16,16,0,3523.9378,13704.6890,118,27,0.217690,7,2,7,6,certificate
187,14,14,0,3229.9723,12524.8614,110,22,0.309691,7,2,7,6,certificate
188,16,16,0,3108.9322,12164.6610,100,24,0.305833,7,2,6,5,certificate
189,13,13,0,3139.1481,11775.7403,120,21,0.291492,7,2,7,6,certificate
190,14,14,0,3476.4260,13437.1302,120,22,0.268829,7,2,7,6,certificate
191,15,15,0,3788.4721,15277.3605,110,21,0.206874,7,3,7,6,certificate
192,11,11,0,3371.1332,12870.6659,124,18,0.220259,7,3,7,6,certificate
193,13,13,0,2698.8945,9784.4725,113,22,0.325623,7,2,7,6,certificate
194,11,11,0,2986.5418,11257.7091,114,19,0.327056,7,2,7,6,certificate
195,10,10,0,3090.3250,11276.6248,131,19,0.284963,7,2,7,6,certificate
196,12,12,0,3387.1015,13110.5074,118,20,0.346381,7,2,7,6,certificate
197,10,10,0,3697.0596,14635.2980,121,20,0.213039,7,3,7,6,certificate
198,13,13,0,3971.9625,15714.8124,127,20,0.203274,7,3,7,6,certificate
199,14,14,0,3842.3725,15371.8624,117,24,0.445189,7,2,7,6,certificate
200,16,16,0,3516.4996,13857.4980,111,23,0.263759,7,2,6,5,certificate
201,13,13,0,3734.3568,14686.7838,123,20,0.205301,7,3,7,6,certificate
202,11,11,0,2872.4733,10787.3665,111,18,0.297921,7,2,7,6,certificate
203,16,16,0,4246.0808,17330.4041,118,26,0.393493,7,2,7,6,certificate
204,14,14,0,3008.9029,11289.5146,114,23,0.263884,7,2,7,6,certificate
205,16,16,0,3526.6688,13848.3442,113,27,0.305326,7,2,7,6,certificate
206,13,13,0,3415.9831,13084.9153,123,22,0.255560,7,2,7,6,certificate
207,12,12,0,3645.8228,14184.1142,125,22,0.233373,7,2,7,6,certificate
208,12,12,0,2964.9696,10999.8480,118,20,0.269116,7,2,7,6,certificate
209,14,14,0,3745.2942,14936.4712,115,22,0.243637,7,2,7,6,certificate
210,10,10,0,3110.4881,11487.4403,128,18,0.284697,7,2,7,6,certificate
211,10,10,0,3546.0688,13775.3438,124,20,0.266265,7,2,7,6,certificate
212,16,16,0,4162.0436,17020.2179,114,27,0.281779,7,2,6,5,certificate
213,14,14,0,3381.9804,13024.9018,118,23,0.245200,7,2,7,6,certificate
214,16,16,0,3710.9396,14184.6982,132,24,0.253796,7,2,7,6,certificate
215,12,12,0,3299.5502,12817.7508,113,21,0.244597,7,2,7,6,certificate
216,16,16,0,3071.6183,11933.0914,102,23,0.348613,7,2,6,5,certificate
217,14,14,0,3580.8488,13779.2441,126,22,0.359074,7,2,7,6,certificate
218,15,15,0,3852.6228,15263.1138,122,25,0.462072,7,2,7,6,certificate
219,10,10,0,3417.0025,13360.0127,116,20,0.264540,7,2,7,6,certificate
220,14,14,0,3703.0950,14585.4748,119,23,0.216212,7,2,7,6,certificate
221,16,16,0,3537.1906,13630.9529,122,25,0.283299,7,2,6,5,certificate
222,14,14,0,3478.3817,13701.9087,112,25,0.298101,7,2,7,6,certificate
223,10,10,0,3703.3816,14366.9081,130,19,0.256675,7,2,7,6,certificate
224,13,13,0,3477.8961,13459.4805,121,22,0.211471,7,2,7,6,certificate
225,11,11,0,3494.7588,13828.7941,113,20,0.257011,7,2,7,6,certificate
226,13,13,0,2708.3859,9866.9296,112,23,0.246253,7,2,7,6,certificate
227,11,11,0,3180.7128,12038.5641,120,19,0.246403,7,2,7,6,certificate
228,11,11,0,3397.1210,13120.6052,120,19,0.214937,7,2,7,6,certificate
229,13,13,0,3122.5235,12002.6177,110,20,0.430654,7,2,7,6,certificate
230,16,16,0,3169.7514,12118.7569,112,23,0.268963,7,2,7,6,certificate
231,16,16,0,3071.1102,11620.5508,112,24,0.276777,7,2,5,4,certificate
232,16,16,0,3728.5474,14952.7371,112,27,0.331876,7,2,6,5,certificate
233,16,16,0,3319.8391,12829.1956,113,26,0.311711,7,2,7,6,certificate
234,14,14,0,3468.1505,13255.7523,125,23,0.266420,7,2,7,6,certificate
235,11,11,0,3844.6535,15478.2673,116,19,0.197981,7,2,7,6,certificate
236,11,11,0,3050.2422,11456.2109,118,19,0.291348,7,2,7,6,certificate
237,12,12,0,3164.8054,11734.0272,127,20,0.232688,7,3,7,6,certificate
238,13,13,0,3619.1224,14390.6122,113,23,0.249601,7,2,7,6,certificate
239,12,12,0,3515.6657,13588.3283,124,22,0.364838,7,2,7,6,certificate
240,15,15,0,3415.7753,12948.8765,126,24,0.338599,7,2,7,6,certificate
241,12,12,0,3249.4149,12937.0747,101,20,0.276122,7,2,7,6,certificate
242,14,14,0,3355.9276,12814.6379,121,25,0.386723,7,2,7,6,certificate
243,13,13,0,3570.9717,14114.8583,114,22,0.302669,7,2,7,6,certificate
244,14,14,0,3709.1038,14820.5190,113,23,0.246804,7,2,7,6,certificate
245,16,16,0,3748.6017,15143.0084,107,25,0.225169,7,2,6,5,certificate
246,16,16,0,3030.9809,11639.9043,104,23,0.242439,7,2,6,5,certificate
247,16,16,0,3392.3919,13086.9595,116,24,0.373134,7,2,6,5,certificate
248,12,12,0,3454.5064,13447.5321,118,20,0.238103,7,2,7,6,certificate
249,13,13,0,3230.5308,11792.6540,135,22,0.321658,7,2,7,6,certificate
250,13,13,0,3653.6333,14023.1664,131,22,0.296357,7,2,7,6,certificate
251,16,16,0,4001.6496,16163.2482,116,26,0.432993,7,2,7,6,certificate
252,10,10,0,3573.1662,13705.8309,131,20,0.307796,7,2,7,6,certificate
253,10,10,0,2967.2430,10811.2149,126,18,0.247064,7,2,7,6,certificate
254,15,15,0,3552.0102,13870.0511,118,25,0.296685,7,2,7,6,certificate
255,12,12,0,3062.8829,11514.4146,117,22,0.341524,7,2,7,6,certificate
256,16,16,0,3586.9668,13774.8340,125,28,0.271062,7,2,6,5,certificate
257,16,16,0,3503.5741,13497.8706,121,25,0.404073,7,2,7,6,certificate
258,13,13,0,3296.3392,12416.6958,125,21,0.312344,7,2,7,6,certificate
259,14,14,0,3612.8231,14164.1154,119,26,0.506988,7,2,7,6,certificate
260,13,13,0,3412.7191,12888.5954,129,23,0.303596,7,2,7,6,certificate
261,14,14,0,3301.2572,12536.2858,121,26,0.377000,7,2,7,6,certificate
262,13,13,0,3205.0718,12085.3591,121,20,0.347297,7,2,7,6,certificate
263,11,11,0,3256.2603,12236.3015,126,21,0.380258,7,2,7,6,certificate
264,10,10,0,2765.8098,9999.0490,120,18,0.344129,7,2,7,6,certificate
265,10,10,0,2844.4383,10332.1917,122,20,0.335523,7,2,7,6,certificate
266,12,12,0,3386.1012,12925.5059,124,20,0.364264,7,2,7,6,certificate
267,15,15,0,4638.8819,18819.4097,134,25,0.333533,7,2,7,6,certificate
268,10,10,0,3122.6654,11668.3270,123,20,0.318590,7,2,7,6,certificate
269,13,13,0,3520.8846,13654.4229,121,22,0.325106,7,2,7,6,certificate
270,16,16,0,4039.2492,16571.2459,108,25,0.344050,7,2,6,5,certificate
271,14,14,0,3660.3700,14541.8502,114,23,0.273504,7,2,7,6,certificate
272,16,16,0,3911.9876,15414.9378,125,23,0.280202,7,2,6,5,certificate
273,10,10,0,3660.2247,14256.1234,127,21,0.416468,7,2,7,6,certificate
274,15,15,0,3703.7966,14448.9830,124,26,0.350711,7,2,7,6,certificate
275,14,14,0,3022.1701,11415.8507,112,22,0.337222,7,2,7,6,certificate
276,12,12,0,3359.6686,12978.3428,118,21,0.296091,7,2,7,6,certificate
277,10,10,0,2942.3272,10866.6362,120,20,0.333773,7,2,7,6,certificate
278,12,12,0,3302.9882,12464.9409,126,19,0.276754,7,2,7,6,certificate
279,16,16,0,3801.7056,14973.5282,122,29,0.369023,7,2,7,6,certificate
280,12,12,0,3352.9631,12474.8153,134,20,0.251444,7,2,7,6,certificate
281,15,15,0,3783.1184,15160.5919,113,24,0.249995,7,3,7,6,certificate
282,14,14,0,3829.3124,15276.5621,118,25,0.275814,7,2,7,6,certificate
283,12,12,0,3035.4841,11397.4205,117,20,0.274880,7,2,7,6,certificate
284,15,15,0,3140.9072,11959.5359,113,23,0.241489,7,2,7,6,certificate
285,10,10,0,3612.6359,14278.1793,118,19,0.267752,7,2,7,6,certificate
286,15,15,0,3570.5684,14102.8419,113,23,0.429972,7,2,7,6,certificate
287,14,14,0,3420.4270,13097.1350,122,21,0.302913,7,2,7,6,certificate
288,16,16,0,2916.2463,10601.2314,120,24,0.639032,7,2,6,5,certificate
289,13,13,0,3226.4440,12497.2198,110,22,0.287445,7,2,7,6,certificate
290,12,12,0,3410.9371,13169.6853,120,21,0.255842,7,2,7,6,certificate
291,15,15,0,3213.0801,12180.4007,117,23,0.306718,7,2,7,6,certificate
292,11,11,0,2837.2270,10521.1352,114,19,0.365749,7,2,7,6,certificate
293,15,15,0,3477.7732,13453.8658,119,25,0.367637,7,2,7,6,certificate
294,16,16,0,3915.0309,16190.1545,100,26,0.353507,7,2,6,5,certificate
295,15,15,0,3719.6111,14693.0554,118,25,0.339325,7,2,7,6,certificate
296,13,13,0,3182.8918,12389.4588,107,23,0.639824,7,2,7,6,certificate
297,16,16,0,3518.7471,14063.7357,105,25,0.361020,7,2,6,5,certificate
298,11,11,0,2904.2063,10416.0316,128,20,0.292076,7,2,7,6,certificate
299,16,16,0,3544.1462,13790.7312,118,26,0.311507,7,2,7,6,certificate
300,10,10,0,3828.9128,15164.5642,125,20,0.348086,7,2,7,6,certificate
301,16,16,0,3677.5917,14817.9585,106,25,0.302418,7,2,7,6,certificate
302,16,16,0,3745.0427,14350.2136,133,27,0.335833,7,2,7,6,certificate
303,10,10,0,3090.2493,11756.2463,115,18,0.292887,7,2,7,6,certificate
304,10,10,0,3427.4124,12932.0621,132,19,0.298608,7,2,7,6,certificate
305,13,13,0,3219.3159,12431.5793,112,23,0.309952,7,2,7,6,certificate
306,12,12,0,2582.7487,9358.7437,109,19,0.258600,7,3,7,6,certificate
307,10,10,0,3460.5737,13157.8687,130,18,0.266504,7,2,7,6,certificate
308,11,11,0,3276.3651,12581.8257,118,18,0.347771,7,2,7,6,certificate
309,12,12,0,2962.0617,10895.3084,121,21,0.269491,7,2,7,6,certificate
310,13,13,0,3541.4804,13302.4019,136,22,0.272547,7,2,7,6,certificate
311,11,11,0,3647.5627,14152.8133,128,22,0.339663,7,2,7,6,certificate
312,10,10,0,3743.2166,14576.0829,130,21,0.326898,7,2,7,6,certificate
313,13,13,0,3412.8003,13409.0016,111,24,0.362328,7,2,7,6,certificate
314,15,15,0,3777.0993,14705.4966,127,26,0.338405,7,2,7,6,certificate
315,16,16,0,3783.9900,15319.9500,107,26,0.253175,7,2,7,6,certificate
316,15,15,0,3557.5962,13712.9812,124,29,0.345998,7,2,7,6,certificate
317,14,14,0,2755.9124,10064.5618,112,22,0.401005,7,2,7,6,certificate
318,13,13,0,3557.1895,14000.9476,116,25,0.324558,7,2,7,6,certificate
319,16,16,0,3496.4828,14117.4138,99,24,0.212012,7,2,4,3,certificate
320,16,16,0,3467.7031,13768.5156,106,26,0.279352,7,2,6,5,certificate
321,15,15,0,4265.5657,17357.8287,120,23,0.280684,7,2,7,6,certificate
322,12,12,0,3013.3172,11261.5859,117,20,0.312589,7,2,7,6,certificate
323,12,12,0,3558.6708,13593.3539,131,25,0.278600,7,3,7,6,certificate
324,10,10,0,3412.6518,13298.2590,117,18,0.258353,7,2,7,6,certificate
325,16,16,0,4093.2091,16356.0453,125,28,0.331086,7,2,7,6,certificate
326,11,11,0,3236.6347,12353.1734,119,20,0.284605,7,3,7,6,certificate
327,15,15,0,3641.9524,13989.7619,129,25,0.614755,7,2,7,6,certificate
328,12,12,0,3515.7630,13843.8152,115,21,0.363089,7,2,7,6,certificate
329,16,16,0,3809.9631,15274.8157,113,25,0.331932,7,2,6,5,certificate
330,15,15,0,3865.3765,15201.8825,125,24,0.340204,7,2,7,6,certificate
331,15,15,0,3011.4728,11267.3642,114,25,0.346731,7,2,7,6,certificate
332,16,16,0,2616.2227,9936.1135,92,24,0.903533,7,2,5,4,certificate
333,14,14,0,3531.2310,13786.1550,118,23,0.323703,7,2,7,6,certificate
334,12,12,0,3549.7117,13928.5584,118,23,0.339182,7,2,7,6,certificate
335,14,14,0,4111.7163,16503.5817,124,24,0.391944,7,2,7,6,certificate
336,15,15,0,4169.3598,16596.7990,130,23,0.293080,7,2,7,6,certificate
