trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear
0,11,11,0,3516.6023,13053.0115,142,23,1.451834,7,2
1,10,10,0,2931.0409,10410.2046,134,17,0.322426,6,2
2,15,15,0,4482.9606,17404.8029,156,32,0.913114,7,2
3,12,12,0,4168.5286,16147.6430,147,26,0.436675,7,3
4,14,14,0,3754.0810,13830.4050,154,29,0.876248,7,2
5,12,12,0,3902.2055,14821.0273,147,30,0.848256,6,2
6,11,11,0,3683.4654,12852.3272,177,28,0.936836,7,2
7,12,12,0,3767.5015,13917.5076,155,27,2.347834,7,2
8,13,13,0,3643.3060,13146.5301,159,32,1.281689,7,2
9,13,13,0,4374.1840,15565.9202,200,34,1.882527,7,3
10,11,11,0,3213.9652,11694.8258,137,20,0.610444,7,2
11,11,11,0,3495.5636,12787.8179,148,21,1.151194,7,2
12,12,12,0,3363.9759,12374.8795,139,27,1.256085,6,2
13,14,14,0,3469.1350,12575.6749,148,27,1.365698,7,2
14,10,10,0,3117.0232,11000.1159,145,21,0.504175,6,2
15,10,10,0,3354.0772,12625.3859,130,20,0.485790,6,2
16,13,13,0,4049.3121,15361.5603,153,32,2.440735,6,2
17,10,10,0,3176.2420,10931.2098,157,23,1.355028,7,2
18,11,11,0,2821.1464,9435.7321,147,22,0.532097,6,2
19,15,15,0,4646.0902,17815.4510,169,31,1.883704,7,2
20,11,11,0,3529.7005,13018.5026,146,27,0.853115,7,2
21,13,13,0,3821.0326,14775.1631,134,23,1.757391,7,2
22,11,11,0,2906.1811,9785.9056,150,22,0.936686,7,2
23,13,13,0,3849.7355,14468.6774,149,29,3.329655,7,2
24,15,15,0,3702.0642,13780.3208,147,32,0.669204,7,2
25,16,16,0,3938.2597,15151.2987,138,27,2.298886,7,2
26,10,10,0,2753.9779,9509.8894,134,23,1.462493,5,2
27,11,11,0,3468.8899,12164.4496,164,20,1.007512,7,2
28,12,12,0,4071.7964,15848.9821,140,23,0.893003,7,2
29,12,12,0,3346.0047,11840.0233,153,25,2.404333,7,2
30,16,16,0,4205.2126,15806.0630,161,26,0.785813,7,2
31,10,10,0,3657.8290,13824.1451,141,23,0.574425,7,2
32,16,16,0,3574.1737,13225.8684,142,30,1.129856,7,2
33,11,11,0,3535.3098,13341.5491,137,24,0.659698,6,3
34,16,16,0,3512.2619,12326.3096,161,24,1.707606,7,2
35,15,15,0,4329.8433,16009.2164,176,28,1.218595,7,3
36,10,10,0,3281.2725,11906.3626,143,23,0.638409,6,2
37,10,10,0,3604.5990,13487.9951,143,20,0.626497,7,3
38,15,15,0,3901.3533,14056.7666,170,29,1.352082,7,2
39,14,14,0,3557.1558,13640.7791,127,25,1.067269,6,2
40,16,16,0,3955.1759,14780.8795,154,32,4.170592,7,2
41,12,12,0,4134.6506,15588.2532,160,25,0.777107,7,3
42,11,11,0,3441.8349,12629.1743,144,28,1.174154,6,2
43,15,15,0,3535.4925,12362.4624,165,28,2.491609,6,2
44,13,13,0,4094.6022,15133.0112,168,29,0.936616,7,3
45,11,11,0,3953.1272,15365.6358,138,25,0.819732,7,3
46,14,14,0,3946.6773,15013.3865,146,25,4.177066,7,2
47,12,12,0,4059.6596,15608.2980,147,26,0.755818,7,3
48,15,15,0,4367.3413,16756.7065,158,34,3.333015,7,2
49,11,11,0,3768.5564,14007.7818,152,26,0.826231,7,2
50,11,11,0,3819.1753,13765.8767,169,27,2.000954,7,2
51,12,12,0,3679.0976,13035.4878,169,24,1.001779,7,2
52,16,16,0,4429.8128,17704.0638,136,28,4.339090,7,2
53,15,15,0,4009.3097,14641.5485,169,35,1.791275,7,2
54,10,10,0,3858.5889,13482.9447,186,33,1.470648,7,3
55,15,15,0,4088.6578,14673.2888,180,29,3.616586,6,2
56,14,14,0,4089.6281,15218.1404,164,35,1.617745,7,2
57,15,15,0,4243.5144,15772.5721,169,29,2.036531,7,3
58,16,16,0,4947.7195,18898.5976,182,37,3.395650,7,2
59,11,11,0,4140.3310,15746.6550,157,28,1.270708,7,3
60,13,13,0,3819.8478,14509.2392,143,27,3.259073,7,2
61,16,16,0,4296.4578,16862.2890,141,25,1.857738,7,2
62,16,16,0,4386.4333,17192.1667,146,30,3.512098,7,2
63,16,16,0,4820.7130,17793.5648,199,42,1.913853,7,2
64,12,12,0,3656.2809,13941.4047,135,22,1.081946,7,2
65,15,15,0,3694.3906,12671.9529,181,29,1.505266,7,2
66,12,12,0,4136.8610,16044.3049,145,26,1.406620,7,2
67,11,11,0,3115.4045,11172.0225,137,19,1.110939,6,2
68,16,16,0,4159.7837,15548.9186,161,29,3.167343,7,2
69,13,13,0,2926.8644,10029.3220,143,22,1.329177,6,2
70,13,13,0,3580.8029,12279.0143,177,24,1.056138,7,2
71,13,13,0,3908.9705,14074.8524,173,31,1.348086,7,2
72,10,10,0,3702.3168,14086.5842,140,30,0.568058,7,2
73,11,11,0,3279.2369,12051.1845,136,22,0.537896,6,2
74,13,13,0,3934.1702,14255.8510,170,23,0.417005,7,2
75,15,15,0,4560.2944,17086.4719,178,29,0.460772,7,2
76,15,15,0,5265.6491,18168.2454,276,35,0.973417,7,2
77,12,12,0,3786.2256,13966.1280,156,27,0.963437,7,2
78,14,14,0,3949.4604,14867.3021,152,29,0.695395,7,2
79,12,12,0,3721.8334,13909.1668,147,22,1.593672,7,2
80,13,13,0,3524.5719,13002.8595,144,22,0.610120,7,2
81,13,13,0,3795.1574,14200.7871,149,27,0.506828,7,2
82,16,16,0,3649.4682,13537.3408,145,32,1.178888,7,2
83,11,11,0,3305.5132,11727.5660,151,24,0.626315,7,2
84,16,16,0,4090.8108,15444.0539,154,30,1.173428,7,2
85,10,10,0,4093.0915,15600.4573,155,34,1.114307,7,2
86,16,16,0,3952.6649,14378.3244,166,32,2.851134,7,2
87,13,13,0,3201.2921,11426.4603,142,24,1.519468,6,2
88,10,10,0,3861.3425,14756.7127,145,24,0.507234,7,2
89,13,13,0,4139.6687,15563.3436,161,31,1.037485,7,2
90,10,10,0,3065.2926,10851.4632,141,24,0.605918,5,2
91,16,16,0,3487.6178,11893.0889,172,30,2.466530,7,2
92,15,15,0,3683.4068,13052.0339,167,28,0.624796,7,2
93,12,12,0,3479.0722,12375.3611,158,25,0.613533,7,2
94,14,14,0,4131.9152,15514.5762,161,32,1.878455,7,2
95,15,15,0,4329.4427,15857.2133,181,28,1.562394,7,3
96,12,12,0,2967.5529,10692.7645,129,21,1.099430,6,3
97,13,13,0,3816.3811,14096.9056,157,27,0.878955,7,2
98,15,15,0,4420.9627,16699.8134,168,32,1.788450,7,2
99,13,13,0,3188.0079,11370.0394,142,25,0.914759,7,2
100,13,13,0,3636.8691,13764.3454,137,28,2.052773,7,2
101,13,13,0,3835.6034,14613.0172,141,27,1.860239,7,2
102,12,12,0,3558.9457,13454.7286,135,24,0.801134,7,2
103,15,15,0,4055.2160,15481.0801,148,30,1.491997,7,2
104,12,12,0,4195.3748,16051.8738,155,32,0.946167,7,2
105,16,16,0,3872.5218,15127.6090,129,30,0.501069,7,2
106,16,16,0,4309.8969,17024.4844,141,35,2.726896,7,2
107,15,15,0,4018.2681,14941.3406,160,38,1.869223,7,2
108,11,11,0,3206.7075,11978.5374,127,27,1.056646,6,2
109,12,12,0,3957.3707,15256.8533,143,24,1.460999,7,2
110,12,12,0,3503.5467,12652.7337,152,29,1.534349,7,2
111,12,12,0,3819.2485,14436.2427,146,30,0.688044,7,2
112,16,16,0,3881.6729,13893.3647,171,28,2.200279,7,2
113,15,15,0,4197.5026,15577.5132,168,30,0.890375,7,2
114,13,13,0,4024.2358,15391.1790,147,27,1.035410,7,2
115,11,11,0,3273.4078,11317.0392,160,31,1.075470,7,2
116,12,12,0,4273.9701,16344.8504,158,30,2.039582,7,3
117,14,14,0,4203.2690,15996.3448,156,27,0.832029,7,4
118,16,16,0,4132.0147,15740.0735,151,29,0.733830,7,2
119,12,12,0,3217.3318,11206.6592,153,20,1.086927,7,2
120,10,10,0,2993.2718,10351.3591,146,20,0.950581,7,2
121,12,12,0,3408.6834,12963.4172,127,26,1.063661,6,2
122,12,12,0,3802.1276,14360.6379,145,26,1.598895,6,2
123,11,11,0,3431.8708,12659.3538,141,22,1.139946,7,2
124,10,10,0,3979.5709,15802.8546,129,27,1.068285,6,2
125,10,10,0,3365.5421,12182.7106,147,24,1.612590,7,2
126,10,10,0,3054.5870,11192.9350,128,20,0.701001,6,2
127,15,15,0,3897.5013,14612.5066,150,33,3.248763,7,2
128,11,11,0,4344.4405,17177.2023,143,26,1.400684,7,2
129,16,16,0,4911.3327,19136.6635,169,28,1.110848,7,3
130,16,16,0,4363.0199,16780.0996,155,31,1.365195,7,2
131,10,10,0,3737.3937,13986.9684,149,24,1.048942,7,2
132,16,16,0,4355.1645,16570.8227,161,31,3.054080,7,3
133,11,11,0,3412.5545,12672.7724,138,26,1.401564,5,2
134,13,13,0,3820.5871,14012.9353,160,27,1.712926,7,2
135,13,13,0,4537.4076,16282.0379,203,41,2.230091,7,3
136,10,10,0,3978.5963,15387.9813,142,22,1.133152,7,2
137,13,13,0,4367.2869,17351.4344,139,28,1.123645,7,2
138,15,15,0,4042.5884,14492.9421,178,27,1.449444,7,2
139,12,12,0,3658.4459,13482.2295,151,23,2.096151,6,2
140,16,16,0,4550.7078,17408.5391,165,37,2.865583,7,2
141,15,15,0,3582.1217,12315.6086,174,26,2.325379,7,2
142,13,13,0,4260.7073,15708.5363,176,30,0.707625,7,2
143,16,16,0,3398.2287,12106.1433,151,27,1.836724,7,2
144,16,16,0,4787.7291,18978.6457,153,30,1.490905,7,2
145,14,14,0,3709.1479,13930.7393,143,29,2.380416,7,2
146,15,15,0,4273.4930,16122.4652,163,33,1.937523,7,2
147,16,16,0,3907.5115,14467.5575,156,28,1.785147,7,2
148,15,15,0,3915.4815,13347.4075,196,30,2.899073,7,2
149,14,14,0,4022.2957,14811.4784,166,31,0.912585,7,2
150,11,11,0,3707.1132,13940.5658,145,29,0.986303,7,2
151,12,12,0,3749.0891,14195.4455,142,28,1.040900,7,2
152,12,12,0,3358.1390,12165.6949,145,27,0.639831,7,2
153,16,16,0,4791.5589,17712.7947,196,39,1.716349,7,2
154,15,15,0,3955.3656,14576.8280,162,29,1.673584,7,2
155,13,13,0,3926.2832,14126.4158,175,33,0.971634,7,3
156,10,10,0,3260.5162,11987.5808,136,20,0.453792,7,2
157,12,12,0,3242.5751,11397.8756,151,25,0.571624,6,2
158,11,11,0,3808.7255,14563.6276,141,34,1.450416,6,2
159,14,14,0,3755.9454,13284.7269,172,31,1.618462,7,2
160,14,14,0,4002.1248,14715.6241,166,27,2.006809,7,3
161,15,15,0,4154.8569,16199.2846,141,30,1.018418,7,2
162,14,14,0,4465.4759,16827.3796,173,36,1.498828,7,2
163,13,13,0,3563.1758,13160.8790,145,25,1.675698,7,2
164,15,15,0,4255.3695,16176.8476,158,29,0.786028,7,3
165,11,11,0,3599.9747,13589.8736,138,20,1.145389,7,2
166,15,15,0,3660.0430,13820.2152,139,27,1.492676,5,2
167,16,16,0,3706.1530,13330.7651,161,27,2.744462,7,3
168,11,11,0,3350.8002,12349.0012,138,24,0.653608,6,2
169,15,15,0,3657.5112,14112.5559,127,33,2.978689,7,2
170,12,12,0,3275.5601,12097.8004,133,24,1.317304,7,2
171,10,10,0,3413.7400,12763.7001,136,25,0.596551,6,2
172,16,16,0,3793.4999,14467.4993,137,30,3.425416,7,2
173,14,14,0,4314.4120,15702.0598,186,43,1.108747,7,2
174,13,13,0,4102.9145,14779.5723,181,35,1.032903,7,3
175,16,16,0,4416.2504,16316.2518,179,33,2.896327,7,2
176,14,14,0,3308.2556,11676.2778,151,23,0.682470,6,2
177,11,11,0,3214.0493,11670.2465,138,23,0.863579,6,2
178,10,10,0,3936.0937,14865.4683,153,24,1.206850,7,2
179,11,11,0,3698.9767,13414.8833,161,27,0.698323,7,2
180,16,16,0,3811.9235,14069.6176,153,29,1.836933,7,2
181,13,13,0,4092.6191,15228.0953,164,28,0.776981,7,3
182,14,14,0,3717.5825,13152.9124,170,29,1.801165,7,2
183,10,10,0,3803.0272,14315.1360,149,24,0.762600,7,3
184,16,16,0,6047.5132,22772.5660,253,29,1.384721,7,2
185,12,12,0,3916.5373,15142.6865,138,24,4.298904,7,3
186,16,16,0,3722.8162,13149.0808,169,30,2.732635,7,2
187,14,14,0,3731.2316,13651.1579,156,25,3.685881,7,2
188,16,16,0,3396.0835,12590.4173,134,26,2.506352,7,2
189,13,13,0,3677.9585,14029.7923,135,23,1.128907,7,2
190,14,14,0,3739.9172,13214.5859,172,27,1.221969,7,2
191,15,15,0,4366.7525,17148.7625,145,33,1.113401,6,2
192,11,11,0,3723.9857,13874.9287,150,30,2.546826,7,2
193,13,13,0,3156.4629,11027.3144,148,23,2.339628,7,2
194,11,11,0,3382.1951,11545.9757,170,23,2.325116,7,2
195,10,10,0,3680.6740,13423.3699,158,22,1.582134,7,2
196,12,12,0,4205.7890,16093.9448,155,26,1.971098,7,3
197,10,10,0,4104.6027,16098.0135,140,25,1.330276,7,2
198,13,13,0,4111.6148,14553.0738,190,33,3.072628,7,2
199,14,14,0,4145.7889,15443.9443,165,29,4.028368,7,2
200,16,16,0,4354.4223,16442.1116,165,31,2.502924,7,2
201,13,13,0,3606.2690,13286.3448,148,24,2.082879,6,2
202,11,11,0,3108.5522,10717.7612,152,26,2.297703,7,2
203,16,16,0,5059.6257,20113.1285,160,31,2.799933,7,2
204,14,14,0,3440.0406,11955.2030,164,30,1.395354,7,2
205,16,16,0,4485.7325,17488.6625,152,31,4.621908,7,2
206,13,13,0,4126.4265,16072.1326,142,24,1.385071,7,2
207,12,12,0,3781.9615,13789.8076,161,28,5.025675,7,2
208,12,12,0,3269.6799,11438.3997,154,24,2.088865,7,2
209,14,14,0,3678.8685,13734.3426,144,27,2.150103,7,2
210,10,10,0,3145.8640,11234.3202,142,22,0.825024,7,3
211,10,10,0,4106.0685,14475.3426,194,36,4.354824,7,2
212,16,16,0,4898.0065,19165.0323,165,35,2.833213,7,2
213,14,14,0,3748.9905,13364.9523,168,30,1.706042,7,2
214,16,16,0,4646.4692,17432.3458,180,31,1.582761,7,2
215,12,12,0,3682.0914,14325.4569,127,29,1.765285,6,2
216,16,16,0,3502.9769,12819.8847,144,28,2.090710,7,2
217,14,14,0,3765.2138,13671.0688,160,30,0.559505,6,2
218,15,15,0,4124.1785,15160.8924,171,33,1.453417,7,2
219,10,10,0,3580.6048,13608.0239,135,22,0.689203,7,2
220,14,14,0,3544.1573,13170.7866,140,24,2.094970,7,2
221,16,16,0,4302.5883,16687.9414,149,37,3.927242,7,3
222,14,14,0,4169.2651,15096.3257,181,30,0.860291,7,2
223,10,10,0,3386.7396,12523.6982,139,20,0.466142,7,2
224,13,13,0,4008.6732,14593.3658,172,34,0.954176,7,2
225,11,11,0,3501.9129,13044.5644,141,23,0.575434,7,3
226,13,13,0,3634.5592,12812.7959,168,24,0.817165,6,2
227,11,11,0,3284.8557,11959.2785,140,19,0.482702,6,2
228,11,11,0,3760.0653,14380.3263,139,25,0.394780,7,2
229,13,13,0,3811.8132,14664.0661,136,23,1.627934,7,3
230,16,16,0,3900.4165,14772.0824,146,29,1.792541,7,2
231,16,16,0,3732.2387,13721.1936,151,31,2.503061,7,2
232,16,16,0,4335.6399,16368.1997,165,32,1.240112,7,3
233,16,16,0,3876.8472,14199.2358,160,28,1.373961,7,2
234,14,14,0,3875.9301,14579.6507,150,32,1.533010,7,2
235,11,11,0,4246.7908,16258.9541,158,26,0.486752,7,3
236,11,11,0,3197.8230,11194.1149,151,21,1.229686,7,2
237,12,12,0,4325.6246,16118.1232,175,32,1.455748,7,2
238,13,13,0,4057.3018,15696.5091,143,26,0.471773,7,2
239,12,12,0,3843.7364,14593.6818,145,27,1.838056,7,2
240,15,15,0,4485.2496,16211.2478,195,36,1.566331,7,2
241,12,12,0,3810.0914,14555.4571,141,26,1.927712,7,2
242,14,14,0,4266.1751,16135.8754,162,29,0.549879,7,2
243,13,13,0,3534.0687,13170.3434,140,23,1.276168,7,2
244,14,14,0,3794.6819,14188.4097,148,26,0.949704,7,2
245,16,16,0,4412.1618,16985.8089,157,35,2.206248,7,2
246,16,16,0,3549.9055,12539.5274,161,31,1.752612,7,2
247,16,16,0,3741.9612,13684.8061,154,23,0.624570,7,3
248,12,12,0,3716.5905,13677.9523,154,27,1.487160,7,2
249,13,13,0,3182.1980,11315.9898,143,24,1.694002,7,2
250,13,13,0,3562.5583,13112.7913,146,25,0.897831,7,2
251,16,16,0,4308.5424,16462.7120,157,27,1.359226,7,3
252,10,10,0,4123.5109,15947.5547,148,31,1.161554,7,2
253,10,10,0,2972.8798,9884.3992,159,24,0.706767,7,2
254,15,15,0,4215.7274,15743.6372,166,29,3.589680,7,3
255,12,12,0,3470.1905,12385.9525,156,25,2.058040,7,2
256,16,16,0,4012.9253,14809.6265,162,31,4.036959,7,2
257,16,16,0,3918.8196,14554.0978,155,31,3.520791,7,2
258,13,13,0,4220.6982,15618.4911,173,33,2.877886,7,2
259,14,14,0,4177.0429,15840.2143,157,28,1.244450,7,2
260,13,13,0,3456.7314,12508.6569,149,27,2.917819,7,2
261,14,14,0,3646.0341,13205.1705,157,33,3.101066,7,2
262,13,13,0,3460.4240,12557.1202,148,28,1.128591,7,2
263,11,11,0,4271.3665,15021.8327,203,43,3.838345,7,2
264,10,10,0,2933.1931,9900.9653,151,20,0.803193,7,2
265,10,10,0,2746.8831,9354.4156,139,20,1.038163,6,2
266,12,12,0,3848.8769,13944.3844,167,25,1.158564,7,2
267,15,15,0,4616.7888,17618.9440,170,33,2.337974,7,2
268,10,10,0,3213.3484,11276.7422,152,22,1.131695,7,2
269,13,13,0,3842.3562,14496.7812,147,24,2.703176,7,2
270,16,16,0,4434.5245,16467.6223,179,34,2.741223,7,2
271,14,14,0,4123.8890,15864.4448,147,25,1.137114,7,2
272,16,16,0,4423.5723,16992.8615,158,33,1.301034,7,2
273,10,10,0,3022.4064,11107.0320,126,23,1.092792,6,2
274,15,15,0,4404.2165,17331.0825,145,27,0.956044,7,2
275,14,14,0,3840.7697,13413.8486,181,32,1.024669,7,2
276,12,12,0,3791.3956,13966.9782,157,29,2.275852,7,2
277,10,10,0,3397.2709,12821.3546,131,18,1.264114,6,2
278,12,12,0,3662.3697,13626.8487,147,22,1.036637,7,2
279,16,16,0,4607.7080,17508.5399,172,32,2.493091,7,2
280,12,12,0,3806.0562,13840.2810,164,27,1.614601,7,2
281,15,15,0,4291.4897,15522.4487,186,29,0.822934,7,3
282,14,14,0,3832.0093,14445.0464,145,29,4.221987,7,2
283,12,12,0,3571.9303,13284.6516,143,22,1.921163,7,3
284,15,15,0,3795.9638,13309.8191,177,28,0.829406,7,2
285,10,10,0,3569.3899,13496.9497,137,22,0.417074,7,2
286,15,15,0,4461.8772,16709.3858,175,36,0.990627,7,2
287,14,14,0,3681.6016,13303.0082,159,26,0.620538,6,2
288,16,16,0,3147.2938,10871.4692,149,22,1.004521,7,2
289,13,13,0,3827.1874,14560.9368,142,26,1.095688,7,2
290,12,12,0,3633.8188,13654.0938,141,23,1.290680,7,2
291,15,15,0,3404.1084,11905.5419,158,27,1.601236,6,2
292,11,11,0,2759.1611,10035.8054,118,21,1.530115,6,2
293,15,15,0,3803.8609,14539.3045,137,28,1.349179,7,2
294,16,16,0,4398.4412,16862.2058,158,35,0.636141,7,2
295,15,15,0,4487.5707,17267.8537,161,33,2.200797,7,2
296,13,13,0,3570.0053,13105.0264,148,26,2.036275,7,2
297,16,16,0,4461.3771,17266.8856,156,32,1.015635,7,2
298,11,11,0,3477.1557,12890.7786,141,24,0.640379,6,3
299,16,16,0,4208.6117,15883.0583,160,36,3.122045,7,3
300,10,10,0,3583.8966,13744.4832,131,21,0.508480,7,2
301,16,16,0,4281.4948,16172.4738,162,31,1.791097,7,2
302,16,16,0,5623.6675,21568.3374,206,42,1.969359,7,3
303,10,10,0,3423.2996,12501.4978,146,22,0.528519,7,2
304,10,10,0,3844.9755,14459.8774,151,27,0.626479,7,2
305,13,13,0,3782.0895,14780.4477,127,23,0.771592,7,2
306,12,12,0,3160.9478,10954.7390,152,19,0.635569,6,2
307,10,10,0,3725.0231,13255.1154,172,28,0.535310,7,2
308,11,11,0,3608.0902,13405.4509,146,26,0.526797,7,2
309,12,12,0,3661.6629,13708.3146,144,25,0.757153,7,3
310,13,13,0,4427.4812,16872.4062,166,28,0.583911,7,2
311,11,11,0,3731.9476,14004.7379,147,28,1.464847,7,2
312,10,10,0,3617.0793,13235.3963,154,22,0.555106,7,2
313,13,13,0,4472.0669,17045.3346,167,24,0.649055,7,3
314,15,15,0,5044.1750,19295.8750,185,40,1.760153,7,2
315,16,16,0,3925.2502,15126.2509,138,24,2.376715,7,2
316,15,15,0,3933.7770,14273.8848,168,32,2.236313,7,2
317,14,14,0,3101.0337,11435.1685,125,26,1.960492,6,2
318,13,13,0,3601.7289,13523.6446,139,27,1.244981,7,2
319,16,16,0,4221.3298,15336.6490,180,35,2.803688,7,2
320,16,16,0,3649.1971,13570.9857,143,27,2.473213,7,2
321,15,15,0,4276.1733,16720.8665,144,28,2.655985,7,2
322,12,12,0,3540.2273,13301.1367,137,25,1.708113,7,2
323,12,12,0,2962.7847,10858.9237,123,22,1.274478,6,2
324,10,10,0,3415.8185,12784.0923,135,19,1.120334,7,2
325,16,16,0,4046.0678,15435.3392,147,30,0.961053,7,2
326,11,11,0,3623.4141,14067.0707,126,25,3.706037,7,2
327,15,15,0,3810.4910,13857.4551,161,31,1.359680,7,2
328,12,12,0,4006.1356,14785.6780,165,28,0.971606,7,2
329,16,16,0,4319.0792,16360.3960,162,38,2.223402,7,2
330,15,15,0,4099.5577,15242.7883,163,31,3.005218,7,2
331,15,15,0,3599.0084,13070.0418,152,27,1.231310,7,2
332,16,16,0,3599.1450,12930.7249,156,27,2.906477,7,3
333,14,14,0,3985.7978,15423.9889,139,24,2.092594,7,2
334,12,12,0,4240.7992,15888.9959,168,30,1.555868,7,2
335,14,14,0,4243.8329,16889.1647,133,25,1.669673,7,2
336,15,15,0,4314.0053,16105.0264,170,32,5.435990,7,2
337,16,16,0,3897.4341,15042.1706,136,25,2.967435,7,2
338,11,11,0,3656.9659,12959.8295,170,27,1.339859,6,2
339,10,10,0,3784.2714,14551.3568,138,21,1.074381,7,2
340,15,15,0,3764.8731,14264.3654,140,27,3.117928,7,2
341,15,15,0,3986.3698,14581.8490,166,28,2.385964,7,2
342,11,11,0,3753.2126,14141.0630,146,29,1.589320,7,2
343,15,15,0,3764.7162,13738.5809,158,27,1.406398,7,2
344,11,11,0,3356.5573,12017.7865,150,26,1.358395,7,2
345,16,16,0,4417.5028,17547.5140,139,30,3.868391,7,3
346,16,16,0,4201.4558,16132.2792,151,35,8.235539,7,2
347,12,12,0,3347.7670,11888.8349,152,21,1.115926,7,3
348,11,11,0,3474.6826,13083.4129,135,21,2.181893,6,2
349,12,12,0,4393.2850,17376.4250,143,28,1.297301,7,2
350,11,11,0,3425.5283,12507.6415,145,24,0.813288,7,3
351,13,13,0,4600.3617,16866.8084,202,25,1.130620,7,3
352,16,16,0,4215.9607,15154.8035,185,34,2.993619,7,3
353,15,15,0,3888.4672,14217.3358,163,32,1.414708,6,2
354,14,14,0,4467.5585,17107.7925,163,29,0.823429,7,3
355,15,15,0,4416.4456,16822.2278,164,31,1.973336,7,2
356,15,15,0,4303.8501,16489.2507,156,32,4.172512,7,2
357,16,16,0,4031.1893,16005.9463,126,30,1.627369,7,2
358,16,16,0,3592.8861,13409.4307,139,28,0.602712,7,2
359,12,12,0,4060.9109,15109.5546,164,27,0.422793,7,2
360,13,13,0,3252.1793,11125.8967,161,24,0.531441,7,2
361,12,12,0,3324.4393,11887.1964,148,27,1.172898,7,2
362,14,14,0,4216.5610,16272.8049,148,27,1.280524,7,2
363,10,10,0,3215.5637,11007.8184,161,21,0.566843,7,3
364,10,10,0,3395.1084,12155.5422,152,20,0.446349,7,2
365,14,14,0,3499.1592,12895.7962,142,22,1.330974,7,2
366,16,16,0,4022.5990,14977.9951,159,30,1.634381,7,2
367,11,11,0,3628.2941,13306.4705,152,26,1.665897,7,2
368,16,16,0,3955.1069,14550.5343,161,36,2.160899,7,2
369,10,10,0,3459.1807,12645.9036,147,25,0.599482,6,2
370,16,16,0,4833.3287,17476.6437,210,36,2.050044,7,3
371,16,16,0,3799.9908,14199.9540,147,29,2.193677,7,2
372,13,13,0,4622.5035,18097.5176,157,26,0.420133,7,2
373,16,16,0,4809.2250,19161.1251,151,33,1.126164,7,2
374,16,16,0,3991.0093,15255.0465,144,30,1.693563,7,2
375,14,14,0,3747.0326,13990.1628,147,27,0.721168,7,2
376,15,15,0,4676.3733,17841.8663,172,36,2.188518,7,2
377,14,14,0,4065.0126,15105.0631,163,32,2.561003,7,2
378,14,14,0,3737.8229,13669.1144,157,31,1.132283,6,2
379,13,13,0,4286.9257,16774.6286,145,30,1.319077,7,2
380,10,10,0,3432.9408,13049.7040,129,21,0.564199,7,3
381,16,16,0,4393.4415,16877.2074,158,32,1.072179,7,2
382,10,10,0,3303.5468,11952.7338,144,23,1.336742,7,2
383,12,12,0,4188.5004,15497.5018,173,30,0.729926,7,2
384,15,15,0,4803.4865,16577.4323,254,29,0.990154,7,2
385,12,12,0,4027.3344,15241.6719,154,27,2.023080,7,2
386,12,12,0,3785.7728,14463.8638,139,24,0.696695,7,2
387,10,10,0,3358.1562,11990.7810,152,27,0.898103,7,2
388,14,14,0,4145.6943,16008.4715,147,32,1.733905,7,2
389,15,15,0,4404.9444,16629.7219,168,30,0.859022,7,2
390,11,11,0,3497.9979,12789.9895,148,25,0.860435,7,3
391,14,14,0,4501.0815,16865.4077,178,36,1.063334,7,2
392,12,12,0,4207.7448,15623.7238,171,25,0.971112,7,3
393,16,16,0,4308.5027,16212.5137,166,29,0.869283,7,3
394,14,14,0,4006.4451,14872.2255,161,26,0.880091,7,2
395,14,14,0,4200.9057,16244.5286,148,29,3.108666,7,2
396,11,11,0,3329.0572,12635.2858,125,21,1.399079,7,2
397,16,16,0,3797.3941,13716.9706,163,29,2.258243,7,2
398,14,14,0,3730.4685,14437.3424,129,26,1.301487,7,2
399,11,11,0,3576.8581,13144.2906,149,21,0.930076,7,3
400,16,16,0,4308.6714,16403.3572,159,36,5.544483,7,2
401,14,14,0,3428.7047,12533.5234,143,23,1.474528,7,2
402,10,10,0,3897.7534,14983.7671,143,24,0.751870,7,2
403,11,11,0,4489.1645,17740.8223,148,28,1.038144,7,2
404,10,10,0,3775.4311,14287.1554,145,27,1.317167,6,2
405,14,14,0,3529.3689,12396.8443,164,25,2.411191,7,2
406,16,16,0,4622.9118,17929.5589,160,35,4.401296,7,2
407,10,10,0,3564.4189,12687.0947,164,25,1.506800,7,2
408,13,13,0,3774.9468,13739.7341,161,26,1.017028,7,3
409,14,14,0,3427.3830,12296.9151,150,28,2.388561,6,2
410,11,11,0,3749.0059,13815.0295,155,21,0.967325,7,2
411,15,15,0,3680.4819,12792.4093,174,34,2.480301,7,2
412,15,15,0,3542.4997,12092.4985,176,33,2.264733,6,2
413,13,13,0,4114.8125,15854.0624,148,28,1.039825,7,2
414,11,11,0,3541.4913,12582.4564,162,23,2.301372,7,2
415,16,16,0,4576.3372,17266.6858,175,36,3.405851,7,2
416,14,14,0,4123.2424,15926.2118,146,29,3.619176,7,2
417,14,14,0,3861.2953,14591.4764,146,25,2.281768,6,2
418,10,10,0,3392.1167,12945.5836,126,19,0.838616,6,2
419,15,15,0,4084.0923,15325.4614,159,33,2.744334,7,2
420,10,10,0,3515.6003,13148.0014,140,20,2.266092,7,2
421,11,11,0,3285.2017,12221.0083,132,21,2.834832,6,2
