trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear
5047,10,10,0,3981.2601,15351.3005,144,21,0.423909,7,2
5048,13,13,0,4028.1456,14845.7280,167,33,0.840781,7,2
5049,12,12,0,3622.5057,13702.5287,138,25,1.295575,7,2
5050,11,11,0,3308.6944,11328.4721,166,23,0.561694,7,2
5051,15,15,0,4662.8185,18584.0925,146,34,0.756100,7,2
5052,14,14,0,3708.5025,13832.5123,146,27,0.674217,7,2
5053,11,11,0,3376.9155,12019.5775,153,23,0.565585,7,2
5054,13,13,0,3431.5162,12262.5809,153,30,0.943469,6,2
5055,12,12,0,3721.4755,13162.3774,172,25,2.107608,7,2
5056,12,12,0,3971.7232,14888.6161,156,26,0.758861,7,2
5057,16,16,0,4047.4046,15072.0228,159,29,1.117892,7,2
5058,13,13,0,3505.7108,12778.5540,149,35,1.064388,6,2
5059,16,16,0,3984.0742,13925.3708,187,31,1.886095,7,2
5060,12,12,0,4009.7270,15333.6349,148,27,1.012694,7,2
5061,12,12,0,3513.8243,13534.1214,125,21,1.520177,6,2
5062,10,10,0,3778.4474,14157.2372,151,28,1.407641,7,2
5063,11,11,0,3760.3831,14276.9154,142,25,1.894987,7,2
5064,12,12,0,3504.9394,12154.6971,169,28,0.870212,7,2
5065,16,16,0,3808.0825,13620.4125,168,28,0.991812,7,2
5066,15,15,0,4393.8417,16694.2086,165,31,2.531593,7,2
5067,16,16,0,3933.6885,14773.4423,151,28,2.618436,7,2
5068,16,16,0,4035.8210,15249.1049,152,30,3.136140,7,2
5069,11,11,0,3527.2939,13241.4697,138,23,0.982213,7,2
5070,12,12,0,3971.3093,15196.5467,146,28,0.828626,7,2
5071,10,10,0,3606.0780,13265.3899,151,21,2.240148,7,2
5072,10,10,0,3625.0497,13655.2484,142,24,0.797507,6,3
5073,16,16,0,4702.3828,18806.9142,145,30,3.487014,7,2
5074,11,11,0,3904.0495,14050.2475,175,22,1.337743,7,2
5075,13,13,0,4091.8547,15764.2736,146,27,0.889328,7,2
5076,15,15,0,4258.4618,16437.3088,150,30,0.865078,7,2
5077,13,13,0,3507.6082,12813.0409,147,27,3.859424,7,2
5078,14,14,0,3649.7827,13478.9133,148,29,4.234094,7,2
5079,11,11,0,3050.9124,11154.5619,128,22,0.804132,6,2
5080,12,12,0,5588.4616,19182.3082,303,31,1.048294,7,2
5081,13,13,0,3965.4275,15107.1373,147,25,0.775460,7,2
5082,15,15,0,4061.6588,15013.2938,165,28,1.540468,7,2
5083,14,14,0,3885.9584,14344.7922,159,27,2.165496,7,2
5084,10,10,0,2943.4926,10177.4628,143,17,0.672283,6,2
5085,12,12,0,3602.1937,13290.9683,148,24,1.879522,7,2
5086,13,13,0,3756.0056,14170.0278,144,32,1.107799,7,2
5087,12,12,0,3733.4604,14042.3018,145,25,1.802406,7,2
5088,13,13,0,3605.8294,13144.1471,152,24,0.971888,7,2
5089,12,12,0,2918.7306,10993.6530,111,20,1.271291,6,2
5090,15,15,0,5350.4714,18622.3570,278,35,1.723261,7,2
5091,10,10,0,3304.0363,12550.1814,125,24,0.772815,6,2
5092,15,15,0,3664.0812,13060.4062,163,29,2.211030,7,2
5093,15,15,0,4285.6042,16998.0211,136,29,0.838111,7,2
5094,10,10,0,3035.0893,10840.4466,136,21,0.884535,6,2
5095,13,13,0,4341.4609,16917.3043,151,30,0.751932,7,3
5096,14,14,0,3394.6759,12138.3794,150,28,1.738745,7,2
5097,14,14,0,4529.0826,17410.4132,163,32,0.701228,7,2
5098,13,13,0,3600.9534,13444.7671,142,28,0.966882,6,2
5099,11,11,0,2988.0621,10860.3103,127,22,0.562516,6,2
5100,11,11,0,3570.5242,12867.6208,157,24,1.750236,7,2
5101,12,12,0,3635.6520,13503.2600,146,27,1.630001,6,2
5102,12,12,0,3864.5789,14447.8946,154,33,2.632924,7,3
5103,15,15,0,3605.3477,12621.7383,168,30,1.582804,7,2
5104,15,15,0,4191.9037,15919.5186,156,29,0.879275,7,2
5105,12,12,0,3719.5594,14522.7969,126,24,1.251530,7,2
5106,16,16,0,3757.5894,14052.9471,145,25,2.155824,7,2
5107,10,10,0,2919.2174,10686.0870,123,23,0.671644,6,2
5108,12,12,0,3326.9030,12069.5150,143,28,0.759537,6,2
5109,15,15,0,4034.8039,15094.0196,158,32,1.089390,7,2
5110,13,13,0,4052.5506,15587.7529,147,29,2.262460,7,2
5111,10,10,0,2970.7511,10363.7553,142,18,0.646480,7,2
5112,11,11,0,3765.5969,14482.9844,136,22,0.781647,7,2
5113,13,13,0,4395.5438,17387.7188,143,27,1.410629,7,2
5114,15,15,0,4477.1355,16930.6775,170,29,1.403550,7,2
5115,13,13,0,3612.3717,13526.8587,141,24,0.808954,7,2
5116,12,12,0,3084.9375,11104.6873,134,20,0.732169,6,2
5117,10,10,0,3888.6762,14658.3808,152,22,0.947064,7,3
5118,16,16,0,4551.8099,18239.0497,138,31,2.521000,7,2
5119,13,13,0,3743.6980,13573.4900,161,27,2.385946,7,3
5120,14,14,0,3396.5269,12072.6346,153,28,1.051346,7,3
5121,14,14,0,4011.6462,14973.2312,159,34,1.487835,7,2
5122,15,15,0,3537.9629,12199.8145,171,28,1.296604,7,2
5123,15,15,0,3472.6773,12413.3865,153,30,3.167038,6,2
5124,14,14,0,3814.9437,14904.7183,128,28,1.353941,7,2
5125,14,14,0,3609.3166,13066.5832,155,28,1.857879,7,2
5126,16,16,0,4404.6947,16898.4735,158,32,5.265858,7,2
5127,11,11,0,3573.1922,13570.9612,135,27,0.764436,6,2
5128,12,12,0,3782.6699,13738.3493,163,24,1.248220,7,2
5129,13,13,0,3338.5929,11282.9646,171,25,1.940491,7,2
5130,13,13,0,3901.5609,15052.8045,139,26,1.194562,7,2
5131,15,15,0,3798.0558,14140.2791,150,24,1.234556,7,2
5132,12,12,0,3305.5344,11847.6720,146,25,1.082263,6,2
5133,15,15,0,3883.2544,14226.2718,161,28,1.821621,7,2
5134,14,14,0,3710.9594,13369.7971,161,25,0.995847,7,2
5135,16,16,0,3547.6472,12253.2359,170,28,1.402691,7,2
5136,10,10,0,3307.1387,11625.6934,156,18,0.617662,7,2
5137,10,10,0,4399.2393,17331.1966,147,23,0.652701,7,2
5138,16,16,0,3875.7570,14288.7848,157,28,2.865108,7,2
5139,10,10,0,3064.0456,10375.2278,157,21,0.669857,6,3
5140,10,10,0,2780.2726,9491.3630,139,17,0.467305,6,2
5141,10,10,0,3646.4596,13312.2980,156,24,2.068240,7,3
5142,13,13,0,3534.2982,12871.4910,150,28,0.943520,7,2
5143,13,13,0,3017.9522,10209.7612,152,23,0.716866,6,2
5144,11,11,0,3426.7921,12258.9603,154,23,0.565965,7,3
5145,15,15,0,3520.4689,13047.3447,140,23,2.719205,7,2
5146,12,12,0,3883.7714,14418.8569,157,25,0.949129,7,3
5147,15,15,0,4263.6656,15853.3278,170,31,1.230824,7,2
5148,11,11,0,3577.3205,12551.6023,170,26,0.664964,7,3
5149,10,10,0,3606.3338,13201.6689,153,25,1.064531,7,2
5150,10,10,0,3765.4622,14217.3111,146,22,0.513720,7,2
5151,10,10,0,3660.6545,13793.2723,144,32,1.332438,6,2
5152,14,14,0,3665.9844,12784.9221,174,31,1.769144,7,2
5153,14,14,0,3656.4249,12847.1244,170,28,0.916964,7,2
5154,11,11,0,3633.8043,13484.0217,147,21,0.684553,7,2
5155,10,10,0,2997.6860,11048.4302,124,20,0.751827,6,2
5156,12,12,0,3691.2685,13541.3427,154,24,1.746188,7,2
5157,15,15,0,3604.6772,13028.3858,155,31,2.741148,7,2
5158,12,12,0,3982.3955,15191.9774,148,27,2.361236,7,2
5159,15,15,0,4221.0005,16100.0023,155,31,1.631871,7,2
5160,12,12,0,3836.1585,14540.7927,145,25,2.094258,7,2
5161,14,14,0,4345.3183,16391.5914,167,33,1.496535,7,2
5162,15,15,0,4274.6782,15973.3912,168,36,2.122433,7,2
5163,10,10,0,2916.3223,10721.6113,121,22,0.954946,6,2
5164,10,10,0,3395.0037,12645.0187,137,23,1.119441,7,2
5165,10,10,0,3381.1370,11860.6852,160,22,1.160791,7,2
5166,11,11,0,4248.1699,16450.8493,151,28,0.877731,7,2
5167,13,13,0,4172.7159,16003.5794,152,28,0.853851,7,2
5168,10,10,0,3049.5321,10537.6605,149,18,0.456619,7,2
5169,10,10,0,3209.6773,11883.3864,131,21,1.067094,6,2
5170,14,14,0,3305.1465,11265.7327,164,25,0.663231,6,2
5171,16,16,0,3688.9683,13964.8416,137,26,1.087252,7,2
5172,14,14,0,3923.9682,14309.8411,167,29,0.674764,7,2
5173,10,10,0,3531.8470,12924.2351,150,20,0.432945,7,3
5174,14,14,0,3095.2839,10971.4196,139,25,1.000456,6,2
5175,11,11,0,3583.2102,13536.0508,138,26,0.891749,7,2
5176,11,11,0,3730.8142,13754.0710,155,28,0.842018,7,2
5177,16,16,0,3682.5969,13232.9847,160,30,1.908251,7,2
5178,15,15,0,3820.2734,13906.3671,161,29,1.678734,7,2
5179,11,11,0,2739.1809,9105.9043,144,22,0.720430,6,2
5180,15,15,0,4189.2766,16191.3832,146,29,2.411331,7,2
5181,14,14,0,4822.8240,18874.1202,164,34,1.345483,7,2
5182,14,14,0,3635.5974,13132.9870,157,26,2.006992,7,2
5183,10,10,0,3121.4504,11347.2520,134,21,1.007675,7,2
5184,13,13,0,3463.9296,12509.6481,150,26,2.212035,7,2
5185,11,11,0,3471.3253,12861.6265,141,23,1.021383,7,2
5186,10,10,0,3742.0557,13360.2784,171,30,1.923871,7,2
5187,14,14,0,3679.8251,14044.1255,134,24,1.612996,6,2
5188,10,10,0,4380.4988,16707.4938,166,27,0.723057,7,3
5189,16,16,0,3538.0263,13155.1316,138,23,1.840449,7,2
5190,12,12,0,3671.0068,13320.0338,158,27,1.117547,7,2
5191,15,15,0,4086.3233,15801.6163,142,29,2.887223,7,2
5192,14,14,0,4495.4632,16917.3160,174,29,1.181273,7,3
5193,13,13,0,4364.3961,17136.9804,147,27,1.277561,6,2
5194,16,16,0,4486.6106,16928.0530,172,31,1.143621,7,2
5195,11,11,0,3323.5997,11997.9984,145,26,1.217860,7,2
5196,15,15,0,3822.9683,13869.8413,163,28,2.159650,7,2
5197,11,11,0,3895.6316,14603.1579,154,30,2.344854,7,2
5198,13,13,0,3839.2795,14201.3976,156,29,4.678000,7,2
5199,16,16,0,4363.9734,17234.8668,141,30,1.119897,7,2
5200,16,16,0,4147.3421,15131.7106,174,30,1.791614,7,2
5201,13,13,0,3845.5434,14022.7171,163,26,0.760856,7,2
5202,16,16,0,3575.4618,11642.3092,196,36,1.242470,7,2
5203,16,16,0,3747.4302,14282.1512,136,31,2.025112,7,2
5204,13,13,0,3289.1137,11960.5684,139,26,2.854772,5,2
5205,16,16,0,3916.8954,15189.4768,134,29,2.005774,7,2
5206,11,11,0,2986.9732,10194.8661,149,19,2.775604,6,2
5207,16,16,0,4114.0116,15395.0582,160,31,2.921551,7,2
5208,16,16,0,3919.6844,13943.4219,176,30,1.512829,7,2
5209,12,12,0,3546.9675,13244.8377,140,21,1.274358,7,3
5210,13,13,0,2662.9328,9274.6640,124,25,2.460606,5,2
5211,14,14,0,3541.2670,12846.3349,150,26,0.993246,7,3
5212,14,14,0,4171.3397,15751.6984,160,28,2.155840,7,2
5213,12,12,0,3222.1349,11440.6747,146,24,1.062314,6,2
5214,12,12,0,3520.2800,12946.3999,146,28,1.448158,6,2
5215,12,12,0,4108.9566,14764.7832,183,32,0.688411,7,2
5216,13,13,0,4082.2042,15721.0209,146,27,0.832110,7,2
5217,10,10,0,3480.9593,13214.7964,132,23,0.664408,6,2
5218,14,14,0,3581.3584,13336.7920,141,25,1.635782,7,2
5219,10,10,0,3463.9760,11919.8799,172,28,0.842839,7,2
5220,10,10,0,3889.6881,14333.4407,163,24,0.684551,7,2
5221,15,15,0,3765.7273,13038.6366,181,36,2.764600,7,2
5222,12,12,0,3760.5440,14452.7199,136,26,0.784933,7,2
5223,15,15,0,3897.2327,14021.1636,170,32,3.000285,7,2
5224,10,10,0,2878.7666,9978.8331,139,23,1.437825,5,2
5225,11,11,0,3605.5937,12437.9686,178,26,1.843480,7,2
5226,10,10,0,3908.7980,14818.9899,150,25,0.731651,7,2
5227,10,10,0,3352.3369,12171.6843,145,26,0.969812,6,2
5228,13,13,0,3504.5145,12757.5723,149,27,3.175550,7,2
5229,13,13,0,4084.0557,15055.2784,169,34,5.506237,7,2
5230,12,12,0,3646.9584,13194.7922,159,28,0.715658,7,2
5231,14,14,0,4130.9175,15884.5873,149,35,2.255767,7,2
5232,14,14,0,4519.3102,17891.5508,146,25,0.595890,7,2
5233,12,12,0,2798.5868,9437.9340,142,19,0.721129,6,3
5234,14,14,0,3207.1096,11360.5480,145,24,1.233446,7,2
5235,16,16,0,5073.5326,19352.6630,188,37,0.880344,7,2
5236,12,12,0,3799.2749,13766.3743,165,32,1.295015,7,2
5237,12,12,0,3660.2181,14101.0907,131,25,0.704960,7,2
5238,11,11,0,3966.5767,15402.8835,141,27,0.886445,7,2
5239,12,12,0,3646.9991,13499.9957,148,24,1.389823,7,2
5240,10,10,0,3865.9145,14694.5725,147,27,0.852550,7,2
5241,10,10,0,3628.2553,13621.2763,143,20,0.735295,7,2
5242,15,15,0,4287.7363,16423.6817,155,34,2.054458,7,2
5243,16,16,0,4094.6664,15848.3321,142,28,3.197572,7,2
5244,12,12,0,3640.7428,13773.7138,138,24,0.844126,7,2
5245,11,11,0,4032.8309,15039.1545,162,30,0.904084,7,2
5246,16,16,0,4483.3047,17176.5236,162,35,1.373689,7,3
5247,16,16,0,4502.7621,17628.8107,151,35,1.391166,7,2
5248,14,14,0,3484.0024,12170.0118,164,29,0.833060,7,2
5249,14,14,0,3899.9907,14459.9536,157,27,2.523645,7,3
5250,11,11,0,3652.5490,14037.7451,133,28,0.856745,7,2
5251,14,14,0,4386.1216,15920.6078,189,40,1.522740,7,2
5252,16,16,0,3617.1460,12650.7298,168,26,0.568467,7,2
5253,12,12,0,3198.9960,10939.9802,159,22,0.503378,7,3
5254,13,13,0,3684.8650,14084.3248,135,25,1.047449,7,2
5255,16,16,0,4178.8638,15474.3189,168,29,1.829822,7,2
5256,16,16,0,3796.1507,13955.7537,155,31,2.678346,7,2
5257,10,10,0,3710.3684,13671.8419,155,27,1.126100,7,2
5258,12,12,0,3460.6878,12413.4388,154,29,1.484833,7,2
5259,13,13,0,3887.6325,13993.1624,171,25,0.993121,7,3
5260,14,14,0,3870.8524,14069.2621,165,29,2.897332,7,2
5261,11,11,0,3902.2763,14686.3815,153,27,0.993364,7,2
5262,13,13,0,3133.0157,11250.0787,137,27,2.780507,6,2
5263,14,14,0,3308.4957,11737.4783,149,28,0.914954,6,2
5264,13,13,0,3930.0672,14390.3362,166,25,1.215631,7,2
5265,13,13,0,3512.3991,12721.9955,151,24,0.830628,7,2
5266,10,10,0,3498.3019,12446.5096,160,23,1.126301,7,2
5267,14,14,0,3850.6334,14273.1668,156,33,1.180169,7,2
5268,11,10,1,3474.2514,12626.2568,151,160,0.676953,7,2
5269,10,10,0,3681.2421,13416.2104,158,22,0.616801,7,2
5270,13,13,0,4739.2781,18201.3904,173,30,0.663348,7,2
5271,13,13,0,4055.7562,15218.7812,158,29,1.642932,7,2
5272,10,10,0,3439.8930,12639.4651,144,24,0.702409,7,2
5273,14,14,0,4369.4281,16827.1407,157,34,1.716510,7,2
5274,13,13,0,3542.0103,12990.0513,147,30,1.360821,6,2
5275,16,16,0,3937.1793,15390.8963,131,28,1.461394,7,2
5276,14,14,0,5269.4285,17607.1424,302,28,2.226038,7,2
5277,12,12,0,3556.3285,13111.6424,147,24,1.980964,7,2
5278,16,16,0,3385.8942,12164.4710,146,26,2.913520,7,2
5279,14,14,0,4016.6507,16298.2534,115,29,2.591187,7,2
5280,14,14,0,3665.5171,12362.5854,187,28,0.902381,7,2
5281,10,10,0,2554.7137,9558.5686,100,20,1.385630,4,2
5282,11,11,0,3532.6538,12883.2692,151,23,0.876164,7,2
5283,14,14,0,4028.1927,14895.9637,163,25,0.657415,7,2
5284,14,14,0,3879.0449,14615.2243,149,27,1.295558,7,2
5285,11,11,0,3589.2361,12921.1806,159,25,0.639792,7,3
5286,10,10,0,3590.0241,13245.1207,150,25,0.600409,7,2
5287,12,12,0,3601.7790,12823.8952,163,24,0.941317,7,2
5288,15,15,0,3914.7409,14193.7044,168,31,1.027550,7,2
5289,12,12,0,3624.6408,13328.2042,150,24,0.815645,7,3
5290,14,14,0,3986.7113,14423.5564,173,34,1.115177,7,2
5291,10,10,0,3571.0141,12770.0707,161,24,1.714124,7,2
5292,12,12,0,3634.7437,13298.7184,153,22,1.278158,6,2
5293,11,11,0,4718.0380,15760.1898,269,24,0.912851,7,2
5294,10,10,0,3471.6825,12473.4124,155,25,0.801415,7,2
5295,14,14,0,4060.1365,15370.6824,153,27,0.797485,7,2
5296,16,16,0,4115.2611,15821.3057,146,29,2.847747,7,2
5297,16,16,0,4542.1834,17270.9170,169,36,1.212348,7,2
5298,15,15,0,4201.5445,15707.7224,165,31,1.933342,7,2
5299,10,10,0,3425.4450,12597.2249,143,24,0.636230,7,2
5300,11,11,0,3453.0598,12210.2988,160,23,0.753662,7,2
5301,13,13,0,4191.6243,15668.1215,166,31,4.099805,7,2
5302,11,11,0,3891.2668,14746.3342,148,21,0.474713,7,3
5303,11,11,0,3431.7938,12173.9692,158,23,0.619590,6,3
5304,13,13,0,3936.5359,14102.6793,176,30,1.933991,6,2
5305,12,12,0,3708.9612,13494.8060,159,31,0.834304,7,2
5306,13,13,0,3702.6414,13563.2069,155,22,0.841586,7,3
5307,15,15,0,3584.1315,12460.6575,170,31,1.234074,7,2
5308,12,12,0,3646.4996,13482.4982,149,26,0.610368,7,2
5309,14,14,0,3950.2099,15006.0497,148,32,0.915941,6,2
5310,16,16,0,3649.1315,13485.6573,146,26,1.801017,7,2
5311,15,15,0,4167.2638,15776.3189,157,32,1.875508,7,3
5312,11,11,0,3691.6138,13613.0689,153,28,1.267223,7,2
5313,13,13,0,3802.9971,14229.9857,149,29,0.619573,7,2
5314,10,10,0,3344.4378,12577.1892,130,20,0.598277,7,2
5315,14,14,0,3971.9021,13669.5107,195,31,1.040126,7,2
5316,11,11,0,3395.2305,11661.1524,169,30,0.615693,7,2
5317,10,10,0,3483.4215,13062.1075,137,24,1.553326,7,2
5318,13,13,0,3764.7187,13728.5937,159,27,1.776530,7,2
5319,10,10,0,3549.8873,12994.4365,151,24,0.547915,7,2
5320,11,11,0,2925.9963,9604.9814,159,19,0.493359,6,2
5321,13,13,0,4272.4813,16342.4066,157,34,1.239989,7,2
5322,16,16,0,4219.5627,16307.8134,147,32,2.531562,7,2
5323,12,12,0,3718.4163,13917.0816,147,27,0.675519,7,2
5324,10,10,0,2660.6842,9618.4212,115,25,0.751006,4,2
5325,13,13,0,4025.0649,14830.3247,167,28,0.948568,7,3
5326,15,15,0,4030.0522,15235.2609,152,28,4.018211,7,2
5327,10,10,0,3530.3942,12826.9708,153,29,1.129203,7,2
5328,14,14,0,4012.4930,15487.4648,142,35,1.051925,6,2
5329,14,14,0,3360.9901,11709.9504,159,25,0.823121,7,2
5330,16,16,0,3727.0257,13820.1283,148,29,0.807707,7,2
5331,14,14,0,3834.6211,14488.1055,145,26,0.770940,7,2
5332,11,11,0,3638.3426,12471.7130,182,28,1.067075,7,2
5333,15,15,0,3849.0370,13985.1848,163,26,1.061864,7,3
5334,16,16,0,3755.8056,13814.0279,153,28,3.956252,7,2
5335,15,15,0,3927.8934,14749.4672,152,31,1.619061,7,3
5336,12,12,0,3523.2433,12901.2164,148,24,0.803710,7,2
5337,16,16,0,3828.0160,14465.0802,143,26,1.157228,7,3
5338,15,15,0,3931.1644,14515.8221,160,34,1.652267,7,2
5339,12,12,0,3101.8996,10959.4979,142,24,1.043075,7,2
5340,15,15,0,3843.5735,14572.8676,143,28,3.032670,7,2
5341,10,10,0,3608.0114,12250.0569,185,25,1.449547,7,2
5342,13,13,0,4211.4812,15422.4060,178,31,2.037387,7,2
5343,11,11,0,3795.4358,14557.1789,139,26,1.050140,7,2
5344,14,14,0,4856.9230,19099.6148,162,34,1.250093,7,2
5345,13,13,0,3040.7516,10608.7581,143,26,2.650639,5,2
5346,11,11,0,3603.5760,13237.8799,151,25,1.028729,7,2
5347,13,13,0,3608.5850,13287.9252,149,27,1.761971,7,2
5348,16,16,0,4136.2155,15436.0775,162,29,2.785154,7,2
5349,13,13,0,3754.9939,13324.9695,172,26,1.890853,7,2
5350,11,11,0,3576.3794,13051.8968,153,25,2.926362,7,2
5351,12,12,0,3466.5659,12842.8297,140,20,0.533090,7,3
5352,16,16,0,3946.3554,14571.7771,159,27,2.854970,7,2
5353,10,10,0,3026.4618,10962.3092,131,17,0.649511,6,3
5354,13,13,0,3725.5413,13742.7067,153,25,2.400360,7,3
5355,12,12,0,3787.5499,13997.7496,155,26,1.082068,7,2
5356,16,16,0,3971.9451,15004.7253,149,26,2.960768,7,2
5357,15,15,0,4277.9494,16229.7469,160,33,1.057519,7,2
5358,14,14,0,3391.4820,12027.4102,153,23,0.827402,7,3
5359,15,15,0,3982.1640,15195.8201,145,28,2.025158,7,2
5360,11,11,0,4193.4992,15882.4958,161,30,1.073812,7,2
5361,16,16,0,3765.9229,13379.6144,169,30,1.365882,7,2
5362,11,11,0,3780.3718,13766.8592,163,32,0.749385,7,2
5363,11,11,0,3597.6371,13263.1853,149,35,2.271639,6,2
5364,10,10,0,3388.1800,12320.8999,146,21,0.678656,7,2
5365,12,12,0,3919.6628,15088.3142,141,24,1.440867,7,2
5366,13,13,0,4432.2204,17261.1020,153,28,0.967767,7,2
5367,15,15,0,3950.5832,14867.9161,151,27,1.006154,7,2
5368,12,12,0,2979.9097,9884.5483,158,23,1.471438,7,2
5369,11,11,0,3941.9607,15034.8034,148,29,0.991358,7,2
5370,13,13,0,3986.1965,15145.9825,149,28,3.144829,6,2
5371,16,16,0,3946.3468,14456.7342,163,27,0.751134,7,2
5372,15,15,0,3817.6793,15028.3967,124,32,1.860522,7,2
5373,12,12,0,2983.2007,10356.0034,143,21,0.633238,5,2
5374,10,10,0,3970.1178,15385.5889,141,26,0.603420,7,2
5375,11,11,0,4001.2606,15216.3032,152,24,0.572011,7,3
5376,13,13,0,3597.4702,13057.3511,154,23,1.114768,7,2
5377,16,16,0,4215.3146,15271.5729,181,36,0.812691,7,2
5378,13,13,0,3784.7463,13588.7316,168,27,0.539050,7,2
5379,15,15,0,4771.4600,18012.3001,183,39,3.096882,7,2
5380,15,15,0,3725.0939,12750.4693,184,28,1.929732,7,2
5381,11,11,0,4016.4145,15032.0726,159,25,0.725921,7,2
5382,12,12,0,3659.0325,13075.1624,164,28,0.698521,7,2
5383,11,11,0,3314.9153,12669.5763,122,18,0.753557,6,2
5384,11,11,0,3908.0118,14580.0588,157,31,0.838168,7,2
5385,15,15,0,3693.9020,13544.5101,152,32,3.109759,7,2
5386,15,15,0,3388.0893,11630.4466,165,29,1.542029,7,2
5387,11,11,0,3350.7026,11998.5132,150,24,0.593999,7,2
5388,11,11,0,3620.1098,13450.5488,147,23,0.755805,7,2
5389,15,15,0,3687.8307,13314.1536,159,27,2.511391,7,2
5390,15,15,0,3621.9940,12794.9700,165,30,1.392253,7,2
5391,14,14,0,3617.0495,13255.2473,150,31,1.831922,6,2
5392,12,12,0,3395.1443,12310.7214,146,28,0.934951,6,2
5393,16,16,0,4001.7866,13648.9330,199,33,2.715271,7,2
5394,10,10,0,2126.3970,7226.9852,105,14,0.490417,4,2
5395,14,14,0,4198.2657,15836.3285,162,35,2.305332,7,2
5396,12,12,0,3443.4195,12672.0974,142,21,0.707421,7,2
5397,15,15,0,4135.4105,15482.0524,162,32,1.024692,7,2
5398,15,15,0,3942.4270,14547.1351,160,28,3.579707,7,2
5399,14,14,0,3732.5789,13617.8946,157,31,2.012472,7,2
5400,16,16,0,4448.1666,16825.8331,167,26,0.493827,7,3
5401,14,14,0,3595.8856,13264.4282,146,25,1.940522,6,3
5402,15,15,0,4126.2917,15231.4587,169,37,0.884936,7,2
5403,12,12,0,3908.4433,15172.2165,136,26,1.693422,7,2
5404,15,15,0,3391.7519,12333.7597,142,24,1.341279,7,2
5405,16,16,0,4021.1993,15370.9966,145,31,1.900651,7,2
5406,11,11,0,3307.9406,11424.7031,162,26,2.819452,6,2
5407,14,14,0,4188.6149,15083.0747,184,32,1.952661,7,2
5408,12,12,0,3106.8923,10839.4615,147,23,1.918720,7,2
5409,10,10,0,3915.8531,14614.2654,158,26,0.981386,7,2
5410,15,15,0,4160.6046,16523.0231,131,24,0.882427,6,2
5411,15,15,0,3866.1401,13825.7006,172,29,1.842987,6,2
5412,11,11,0,3478.3732,12776.8660,145,21,0.859775,6,2
5413,10,10,0,3187.0856,11530.4282,139,19,0.527685,7,2
5414,14,14,0,4411.2566,16951.2828,159,29,2.050927,7,2
5415,12,12,0,3480.6413,12928.2067,139,24,1.561657,7,2
5416,10,10,0,4486.0009,17575.0047,154,26,1.424813,7,3
5417,12,12,0,4261.1527,16775.7636,142,33,1.818457,7,2
5418,13,13,0,3575.1984,13590.9922,133,22,0.791444,6,2
5419,15,15,0,4689.4496,17262.2480,195,45,2.814940,7,2
5420,16,16,0,4472.4344,17162.1721,161,31,2.200510,7,2
5421,13,13,0,3699.6516,13518.2579,156,25,1.006568,7,2
5422,14,14,0,3682.5730,13487.8649,153,27,1.441015,7,2
5423,12,12,0,3893.8496,15314.2479,129,26,0.933941,7,2
5424,13,13,0,4526.4482,17327.2408,167,32,1.136150,7,2
5425,11,11,0,3091.3326,11321.6629,129,22,0.749498,5,2
5426,15,15,0,3101.9992,10924.9959,141,27,2.052040,6,2
5427,12,12,0,4703.1589,17705.7944,191,24,0.501408,7,2
5428,14,14,0,4241.5268,15907.6340,165,31,0.736803,7,2
5429,13,13,0,3235.2510,12176.2551,123,23,2.008122,6,2
5430,11,11,0,2900.8573,10254.2863,132,20,1.979319,6,2
5431,13,13,0,3803.2868,13636.4342,169,26,1.745803,7,2
5432,12,12,0,4819.7484,19123.7420,157,29,0.765118,7,2
5433,16,16,0,4478.9792,16889.8961,171,34,2.407180,7,2
5434,11,11,0,3469.2965,12671.4824,147,22,0.636864,7,2
5435,14,14,0,4054.4499,15887.2495,135,26,1.395038,7,2
5436,16,16,0,3534.7614,12658.8069,155,32,2.158028,7,2
5437,10,10,0,4315.8683,17104.3413,142,22,0.716888,7,3
5438,16,16,0,4452.5426,16722.7128,172,35,1.985477,7,2
5439,13,13,0,4762.0949,18215.4746,176,33,0.807599,7,2
5440,13,13,0,3788.7308,13478.6540,172,29,1.917978,7,3
5441,15,15,0,4175.7807,15493.9034,168,33,2.114926,7,2
5442,10,10,0,3918.6968,14808.4838,152,29,0.814719,7,3
5443,14,14,0,3575.5241,13777.6203,126,27,1.266099,6,2
5444,14,14,0,3319.8749,11884.3746,146,26,0.613321,6,2
5445,12,12,0,3146.3307,11391.6535,135,24,0.702417,6,2
5446,10,10,0,3203.4922,11907.4610,129,23,0.770003,6,2
5447,14,14,0,4073.1289,14700.6444,177,30,3.624615,7,2
5448,16,16,0,3785.1956,14515.9780,135,33,2.868557,7,2
5449,15,15,0,4250.2417,16326.2084,153,31,0.598590,7,2
5450,11,11,0,3144.3378,11016.6888,148,27,2.053575,6,2
5451,11,11,0,3487.6229,12908.1147,142,24,1.223834,7,2
5452,13,13,0,4012.8256,14909.1279,162,28,1.209240,7,2
5453,10,10,0,3123.4972,11047.4861,145,27,0.823067,6,2
5454,16,16,0,4665.5378,18082.6892,162,28,0.573237,7,3
5455,16,16,0,4492.3100,17276.5501,160,30,1.434258,7,2
5456,11,11,0,3817.1414,14175.7070,155,29,1.755123,7,2
