trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear,stop_reason
765,12,12,0,3143.6350,11143.1751,143,18,0.341813,7,2,certificate
766,15,15,0,3861.6306,13468.1528,183,25,0.680301,7,2,certificate
767,10,10,0,3215.7398,11913.6989,131,18,0.499809,7,3,certificate
768,16,16,0,3482.7398,13193.6988,128,24,1.459072,7,2,certificate
769,16,16,0,3858.7083,13783.5414,171,28,1.638295,7,2,certificate
770,16,16,0,4164.8062,15739.0308,157,29,1.300662,7,2,certificate
771,14,14,0,3727.0815,14435.4073,129,24,0.547164,7,2,certificate
772,14,14,0,3557.4762,13577.3808,129,24,0.566367,7,2,certificate
773,10,10,0,3591.9582,13814.7911,130,19,0.437267,7,2,certificate
774,10,10,0,3172.7215,11498.6077,138,20,0.544883,7,2,certificate
775,10,10,0,2959.5015,10237.5076,144,20,0.493178,7,2,certificate
776,10,10,0,3537.2941,13366.4707,136,21,0.641185,7,2,certificate
777,12,12,0,3451.0196,12800.0981,139,22,0.440745,7,2,certificate
778,14,14,0,3735.7341,14363.6704,133,24,0.856079,7,2,certificate
779,15,15,0,3832.0831,14735.4153,135,26,0.638547,7,2,certificate
780,10,10,0,3361.8206,11829.1029,158,20,0.614310,7,2,certificate
781,14,14,0,2889.8425,9764.2123,145,21,0.638109,7,2,certificate
782,15,15,0,3702.8242,13914.1212,142,24,0.464558,7,2,certificate
783,15,15,0,3884.5557,14522.7783,151,24,0.407282,7,2,certificate
784,11,11,0,3282.7257,11823.6285,144,20,0.454025,7,2,certificate
785,15,15,0,4535.8620,18189.3099,138,28,0.598922,7,2,certificate
786,14,14,0,3943.3806,15231.9032,139,25,0.504137,7,2,certificate
787,11,11,0,3671.8559,13629.2793,149,23,0.481608,7,2,certificate
788,15,15,0,3954.1956,15210.9779,140,25,0.463429,7,2,certificate
789,16,16,0,3556.6660,12463.3298,165,25,1.197966,7,2,certificate
790,14,14,0,3570.5425,13437.7123,136,23,0.427644,7,2,certificate
791,12,12,0,4054.5382,15837.6911,138,23,0.484550,7,2,certificate
792,14,14,0,3982.6820,15628.4098,132,26,0.776632,7,2,certificate
793,10,10,0,3414.9365,12609.6827,141,21,0.556148,7,2,certificate
794,13,13,0,3532.5281,13177.6404,139,24,0.836025,7,2,certificate
795,11,11,0,3460.9404,12789.7019,143,24,0.590908,7,2,certificate
796,10,10,0,3237.9858,11809.9291,138,18,0.459780,7,2,certificate
797,14,14,0,3500.6577,12813.2884,145,23,0.564308,7,2,certificate
798,11,11,0,3191.2671,11996.3356,123,18,0.469573,7,2,certificate
799,16,16,0,3779.5583,13897.7916,154,24,0.465543,7,3,certificate
800,14,14,0,3662.6602,13983.3011,133,23,0.844357,7,2,certificate
801,13,13,0,3621.2406,13316.2028,149,23,0.389770,7,2,certificate
802,13,13,0,3211.0418,11535.2090,140,20,0.537280,7,2,certificate
803,11,11,0,2794.8366,9304.1829,147,20,0.498205,7,2,certificate
804,11,11,0,3673.3668,13506.8339,153,21,0.382975,7,3,certificate
805,16,16,0,3761.6448,14323.2240,137,25,0.568712,7,2,certificate
806,15,15,0,4145.7131,16313.5653,135,25,0.840696,7,2,certificate
807,15,15,0,3788.6543,14178.2715,147,25,0.572384,7,2,certificate
808,16,16,0,3477.5771,12847.8855,139,25,0.512774,7,2,certificate
809,15,15,0,4522.0107,17415.0534,161,27,0.712984,7,2,certificate
810,14,14,0,3655.5345,13477.6727,149,24,0.590697,7,2,certificate
811,14,14,0,3935.6565,15053.2824,143,25,0.622130,7,3,certificate
812,10,10,0,3055.3558,10776.7789,142,17,0.564851,7,2,certificate
813,13,13,0,3969.1378,15270.6890,142,24,0.500913,7,3,certificate
814,16,16,0,3892.2274,15126.1371,132,26,1.219790,7,2,certificate
815,14,14,0,3614.7121,13323.5603,147,24,0.537150,7,2,certificate
816,16,16,0,4009.8222,15599.1110,136,25,0.395382,7,2,certificate
817,16,16,0,4517.9384,18014.6919,140,28,1.352038,7,2,certificate
818,12,12,0,3186.1229,11020.6143,154,22,0.475623,7,2,certificate
819,11,11,0,3866.9069,15124.5347,132,22,0.417764,7,2,certificate
820,12,12,0,2880.2235,10161.1173,132,21,0.590243,7,2,certificate
821,12,12,0,3772.9469,14444.7345,138,23,0.592246,7,2,certificate
822,14,14,0,3842.5279,15032.6397,128,24,0.630656,7,2,certificate
823,10,10,0,3285.1823,11960.9115,141,19,0.452914,7,2,certificate
824,14,14,0,3502.4681,12537.3403,154,24,0.987336,7,2,certificate
825,14,14,0,3108.6145,11108.0723,137,23,1.446149,7,2,certificate
826,13,13,0,3667.4378,14182.1890,128,22,0.427697,7,2,certificate
827,11,11,0,3576.3853,13451.9266,139,21,0.473458,7,2,certificate
828,12,12,0,3495.9589,12134.7944,168,22,0.438286,7,2,certificate
829,10,10,0,3730.3313,14081.6563,145,22,0.504232,7,2,certificate
830,10,10,0,3348.2468,12461.2342,135,19,0.444286,7,2,certificate
831,15,15,0,3651.9695,13809.8476,136,23,1.002483,7,2,certificate
832,13,13,0,4101.4346,15737.1732,149,23,0.472524,7,2,certificate
833,11,11,0,3726.6866,14383.4330,133,20,0.462515,7,2,certificate
834,11,11,0,3226.3357,11541.6786,144,20,0.686149,7,2,certificate
835,13,13,0,3970.3011,14666.5054,162,22,0.460132,7,2,certificate
836,14,14,0,3593.0633,13065.3165,152,23,0.420023,7,2,certificate
837,15,15,0,3780.7296,14758.6481,126,27,0.761747,7,2,certificate
838,11,11,0,3060.9565,10934.7825,137,19,0.623380,7,2,certificate
839,13,13,0,3320.6416,12128.2078,139,20,0.667114,7,2,certificate
840,12,12,0,3271.0901,11585.4504,149,24,0.736756,7,2,certificate
841,16,16,0,4407.5530,17287.7649,145,29,0.580460,7,2,certificate
842,13,13,0,3656.2884,13791.4419,140,21,0.443039,7,2,certificate
843,14,14,0,3578.3599,13201.7997,145,21,0.390333,7,2,certificate
844,13,13,0,3667.2742,13846.3712,140,23,0.557620,7,3,certificate
845,12,12,0,3080.6589,10818.2944,143,18,0.380604,7,2,certificate
846,16,16,0,3861.7775,14558.8875,145,24,0.440350,7,2,certificate
847,11,11,0,3165.9072,11334.5359,141,21,0.464745,7,2,certificate
848,10,10,0,3103.7171,11418.5857,129,18,0.583788,7,2,certificate
849,10,10,0,3632.1458,13630.7292,143,19,0.344120,7,2,certificate
850,10,10,0,3671.3569,14191.7847,131,21,0.481255,7,2,certificate
851,14,14,0,3548.0796,13870.3982,118,23,0.684845,7,2,certificate
852,12,12,0,3600.1960,13450.9798,142,20,0.487590,7,2,certificate
853,13,13,0,3763.6637,14243.3185,143,27,0.675170,7,2,certificate
854,10,10,0,3468.7151,12683.5754,146,18,0.435519,7,2,certificate
